,name,symbol,currentPrice,r,s,m,v,PE,revenueGrowth,operatingCashflow,freeCashflow,marketValue
0,中華化,1727.TW,27.75,0.00035361437601571485,12.76321393915084,0.00040491085577402957,0.021489221959918373,58.20620201723843,-0.24,379867008,9790000,3003937500.0
0,花仙子,1730.TW,56.3,0.0001096148296399466,29.697834338866958,0.00013233896393312754,0.015584519033234266,7.890215336136578,0.013,313219008,233735504,3560074200.0
0,美吾華,1731.TW,20.7,7.506786024142608e-05,14.40155576596192,9.677255170506583e-05,0.017845677782261277,11.440632949146579,0.086,186404000,7030500,2751340500.0
0,毛寶,1732.TW,24.0,-4.0266766581479966e-05,16.009586339658746,-4.8929985427991145e-05,0.021746907507554487,-177.73648302425153,-0.031,3909000,-35186752,1018653600.0
0,五鼎,1733.TW,26.25,-7.680340703753042e-05,41.497089471605236,-6.549979717920724e-05,0.01809245371550458,24.395591623069425,-0.314,54802000,-43161000,2623687500.0
0,杏輝,1734.TW,31.25,0.00022697671335853537,24.600672176404697,0.0002181363105494093,0.01847220353736961,15.400028139879666,0.016,360855008,208252000,5241312500.0
0,日勝化,1735.TW,16.75,-6.493369492793709e-05,14.442883786804252,-6.766780877100344e-05,0.015410333108512928,30.063393606023816,-0.328,608956992,560706624,1664749000.0
0,喬山,1736.TW,71.3,0.0002672607443549286,50.412898165910825,0.0002715756854886192,0.022393253154196813,34.3655459115969,0.315,465259008,-519548384,21598337459.2
0,臺鹽,1737.TW,33.05,-2.2173688762981927e-05,31.75238298310714,-4.783570880908039e-06,0.014657605668949681,15.95320039288501,-0.017,828347008,564401600,6609999999.999999
0,南光,1752.TW,51.1,0.0007598180792978613,48.47729418795007,0.0008805591437331239,0.01993957048359769,11.686781831908448,0.108,520444992,364749120,5160537900.0
0,寶齡富錦,1760.TW,99.6,0.0004335205710773783,98.42511838985982,0.0004390937129141393,0.023878329266399708,394.5061797148443,-0.423,279590016,166935504,8539604399.999999
0,中化生,1762.TW,53.7,-5.916860210145255e-05,46.11352633126964,-2.286316651269107e-05,0.020526956632124782,9.055824542957739,-0.091,435075008,-245424496,4164972000.0
0,勝一,1773.TW,133.0,0.0007432574294406441,49.49078259514774,0.0007598925199342683,0.015553001168649072,7.664683290213663,-0.223,2277029888,-185059376,33250000000.0
0,展宇,1776.TW,16.3,7.92964267760876e-05,19.30197725236709,8.694403855464602e-05,0.012513926967468855,386.26540369615554,-0.349,94859000,-18561000,979781590.0
0,和康生,1783.TW,47.25,0.0003733955818411532,29.42046838892286,0.00042063802030128835,0.024739868715780773,13.740885592491516,0.108,249342000,230155376,4202136036.0
0,科妍,1786.TW,74.1,7.27520944556452e-05,56.88815939363387,0.00017065491098034382,0.022680449579337122,27.00081025275758,0.386,208676992,113847248,4984877726.4
0,神隆,1789.TW,26.25,-0.00010130749982391197,38.25921829472559,-7.307832985453837e-05,0.018232396999303395,112.46146714755145,-0.063,448888000,119827752,20756898960.0
0,美時,1795.TW,219.5,0.0006461118907049522,75.38670535024666,0.0006620473895201897,0.027138809912073122,4.310164169532831,0.526,2973740032,-2350310144,57504827744.0
0,台玻,1802.TW,18.05,0.00013206414551583757,18.391666409186797,0.0001534042573604132,0.021776789444964126,-16.73571347218377,-0.046,7298630144,-5703620096,52490481267.200005
0,寶徠,1805.TW,12.55,-0.00040546284557224887,27.279344935444588,-0.0003627630587892072,0.029406619275910328,-18.42411847743674,2.617,12484000,141283632,880831790.0
0,冠軍,1806.TW,9.06,-0.0002941323209495809,11.7700555736405,-0.0002948293726565406,0.022813622816389698,-27.86007984319163,-0.02,193522000,-407922368,3537060240.0
0,潤隆,1808.TW,93.8,0.0005950265129990415,21.68616019651612,0.000601241964397826,0.02308909994650865,4.231079230274655,15.0,1245188992,1587893376,42306237299.2
0,中釉,1809.TW,14.1,2.691298433890071e-05,13.189696567396842,5.302515476547977e-05,0.024136578498866284,1319.4937949279572,-0.099,85957000,-84663248,2355292200.0
0,和成,1810.TW,17.8,-2.243206388042133e-05,12.52679939763466,1.4803772567607886e-05,0.02195900543975177,250.5554958804056,-0.031,461144000,274364864,5373090342.400001
0,凱撒衛,1817.TW,35.2,0.0001159776451994943,35.960285965317325,0.00010992165249411957,0.011286395180753297,10.841317056780863,-0.066,386320992,325640512,2537075200.0
0,士紙,1903.TW,53.9,2.725609874798293e-06,40.671785727381746,8.605885448437906e-06,0.020172903581431006,50.216783342932416,0.122,244198000,-256811744,14016102531.199999
0,正隆,1904.TW,28.45,0.00016700808464453908,14.624920311384601,0.00017963212050109027,0.0170793192794997,19.031834725145693,-0.1,4598406144,-3306442752,31530280134.399998
0,華紙,1905.TW,22.05,-2.1482107911284446e-05,13.801897473189479,9.401263626478248e-06,0.020719656009074227,-72.64250602695269,-0.188,-877971968,-1216729600,23965924147.2
0,寶隆,1906.TW,15.35,8.635725515487798e-05,10.05287008759337,0.00012976151814653183,0.024382782503567058,24.547675004480823,-0.399,377607008,286836256,2317850000.0
0,永豐餘,1907.TW,31.5,0.0002185136434814233,13.525866078132237,0.00023356300326527634,0.01909046213947714,13.983755007999378,-0.097,5402385920,-3297007872,52301656512.0
0,榮成,1909.TW,14.4,0.00010520873946169068,12.660002076772543,0.00012735480998266686,0.021374030673264256,-7.542673241572987,-0.097,3583762944,-883145472,19089360691.2
0,東和鋼鐵,2006.TW,62.4,0.00022020184126138464,37.07617121459585,0.00023253832774289203,0.018446134828111048,7.565956158066595,-0.025,7423366144,3445760000,45565354598.4
0,燁興,2007.TW,9.35,-0.0001889198749041386,7.937465529311619,-0.00017139647510233406,0.027089183191818474,-4.345196960258675,-0.402,147938000,-19392376,4961596200.0
0,高興昌,2008.TW,20.5,0.00012704291755724384,9.98545420797034,0.0001391484994572435,0.02420064291493881,4.220868442907067,-0.457,217727008,206605152,3912466000.0
0,第一銅,2009.TW,28.2,0.00014805749108854312,12.832323810688676,0.0001573618330260704,0.023599484208360007,32.15059270710764,-0.199,316152992,-229035376,10141340851.199999
0,春源,2010.TW,16.3,0.00012225738459012108,11.254586488215715,0.00013583059626083615,0.017050828597100536,12.117278166536057,-0.182,3349827072,2932023040,10556776108.800001
0,春雨,2012.TW,22.35,0.00015888113340202447,12.29455732134576,0.0001736304238532026,0.019210632216700853,12.195446851718863,-0.256,2320852992,2369888000,6229682371.200001
0,中鋼構,2013.TW,52.0,0.000123060112173982,25.0502927955794,0.00013220946404604326,0.017550744487880944,10.4131177746543,0.182,1571532032,1128815616,10400000000.0
0,中鴻,2014.TW,21.2,0.00014741167726643902,13.62582761234534,0.00016750567186690852,0.024912787846854044,-9.889374510302545,-0.393,-38976000,-3545553152,30433447321.6
0,豐興,2015.TW,63.9,0.000279105012079449,43.12260995883024,0.00029622386939337275,0.018205651374369223,10.142932822802665,-0.171,4326843904,1825442688,37164174566.4
0,官田鋼,2017.TW,13.35,5.4922172291917875e-05,8.810603980623792,7.247842611492405e-05,0.024050586905444753,-46.40884841056865,-0.219,461324992,-650500992,5754290443.2
0,美亞,2020.TW,27.6,0.00029065500130533183,15.402497517093034,0.00030789372941598616,0.01757905164974658,9.772271790798412,0.243,1342173952,587985280,6141717600.0
0,聚亨,2022.TW,12.05,-0.0001108114803280184,15.893166700327038,-8.548260200378354e-05,0.023638194929555625,-99.2341006305075,-0.218,1113187968,27136000,4062874400.0000005
0,燁輝,2023.TW,15.1,0.0001825666205213587,9.272374025907393,0.00019121373229615126,0.0210841328829212,-21.110658123747946,-0.199,2965957120,2656629504,29432467724.8
0,志聯,2024.TW,18.25,7.214651833550957e-05,8.826361578425976,8.289998108951515e-05,0.02397087964339895,-33.98632012231157,-0.414,159775008,74311504,1779375000.0
0,千興,2025.TW,7.68,-0.00010571830690121705,5.867584253885807,-9.33907722487661e-05,0.03040271704596552,1.9791039214687263,-0.937,-579449984,-240540496,2159362621.44
0,大成鋼,2027.TW,36.75,0.00033382649166912746,14.701406554386429,0.00034273604581587676,0.02101327942050466,4.950598390521443,-0.183,12872179712,-2283725056,78788693088.0
0,威致,2028.TW,22.05,-4.765222814041709e-05,13.24281917098265,-2.6150602085149724e-05,0.02746053582891051,9.319381357833832,-0.18,829195008,-611149376,7154144726.400001
0,盛餘,2029.TW,22.85,-3.518965844135512e-05,25.19352017506983,-2.3836181268718548e-05,0.017254246991543112,58.57229817010755,-0.211,1706072960,965249728,7338963000.0
0,彰源,2030.TW,17.65,0.00025847174844669587,12.448809001670602,0.0002741756683001317,0.021848905335639008,46.191332564248384,-0.225,1723111936,1376659584,4951284182.4
0,新光鋼,2031.TW,47.2,0.00045671292607359445,24.70359118066894,0.00046691465414748804,0.023238681246058976,8.84808849165762,-0.061,1428843008,14768250,15158090444.800001
0,新鋼,2032.TW,15.7,0.00019416763924194402,12.740931787823026,0.00020981610749838277,0.02319084403607676,-1275.9261615773792,-0.11,266184000,118394128,2049195400.0
0,佳大,2033.TW,14.45,7.356991020291986e-05,12.061531729990321,6.647899797940222e-05,0.022110379798846197,-48.277199300173855,-0.233,140692000,123049128,1166035467.2
0,允強,2034.TW,26.55,0.0002723574854151222,20.000934325452494,0.0002814291888820334,0.020375463442727417,400.728625088827,-0.232,1146615040,-259002496,11879187062.4
0,海光,2038.TW,17.2,-1.7088837260715494e-05,12.789660995295254,-1.0472846240877857e-05,0.01892194387119189,15.594073693100965,-0.17,376670016,-613191488,3273641600.0
0,上銀,2049.TW,202.0,0.00011997868864820124,192.71606614230734,0.00011422227213376963,0.025114976033741,23.12876949628087,-0.201,5820452864,2804094720,71465984000.0
0,川湖,2059.TW,809.0,0.00046411074109127396,313.84276276165014,0.0004942096339428833,0.01881231266859869,9.22601660137984,-0.322,4015981056,3188682496,77095273000.0
0,橋椿,2062.TW,21.8,-0.0001970027424665358,36.52509452391554,-0.00019386787532741737,0.018101345665937348,23.080033665927445,-0.218,1939036032,1915457024,4359869200.0
0,運錩,2069.TW,15.55,-0.00017146447292892884,22.496236837557998,-0.00014438183691023866,0.018849930685229298,-14.978743963177939,-0.236,498256992,338433504,2587317974.4
0,南港,2101.TW,37.05,5.4706191447201904e-05,25.87402284558746,7.274028602014221e-05,0.020296248748783056,-42.44857138253473,-0.089,-1957468032,-1697865600,30897290860.8
0,泰豐,2102.TW,17.6,8.52679526361389e-06,14.391372753722035,3.142551421638723e-05,0.021633968181240377,-3.6816137753374747,-0.711,-253388992,1999664640,8088502681.6
0,台橡,2103.TW,23.5,0.00015505815374349265,27.171908689531502,0.00017677462775178492,0.02173354484836061,33.57540744430495,-0.137,2976034048,745143232,19404185376.0
0,國際中橡,2104.TW,19.3,4.511296968813991e-05,18.850103004010172,5.907541322391878e-05,0.019480035186711354,134.70198058340247,-0.303,3126060032,-7456216064,18720980236.8
0,正新,2105.TW,43.05,0.0003914016240202569,35.025120965135834,0.00039531039594581396,0.019186982570311904,18.6641046909522,0.023,15102347264,11703732224,139543132377.59998
0,建大,2106.TW,29.3,0.0002671558324641986,23.513020967905046,0.00027596143176476513,0.019984062873919052,-84.1100501361357,-0.167,6134309888,4057770752,27978276531.2
0,厚生,2107.TW,23.45,1.8130371782559655e-05,21.69987066258923,3.734318253876641e-05,0.020064229836157715,10.385619842501127,-0.197,-50328000,-592977024,7119255662.4
0,南帝,2108.TW,35.35,0.0003466538262898311,20.87113111311211,0.0003668880911700018,0.019975918489481808,15.614407049542702,-0.346,1296256000,823861888,17406940667.2
0,華豐,2109.TW,13.8,-6.670109448660541e-05,14.905575622462482,-7.164982288490116e-05,0.02022843914761816,12.515914071940093,-0.109,1013142016,692738240,3855016089.6000004
0,鑫永銓,2114.TW,107.0,0.00036348493790496893,66.585874053961,0.0003652887748176106,0.014427199819686123,11.69659834545703,-0.217,646766016,511674112,8345122600.0
0,裕隆,2201.TW,80.0,0.0001627582750377805,52.05248214351112,0.00017685333502080156,0.01968104030624831,-89.88965477174447,0.1,-24466178048,-17355462656,84997601280.0
0,中華,2204.TW,94.3,7.985689157047582e-05,69.05257025645477,9.015127443760354e-05,0.018607164784091558,-59.58078716739116,0.312,3018974976,796415488,52206362982.4
0,三陽工業,2206.TW,67.7,0.00020912177023950227,19.72982030382727,0.00022745678975547986,0.020743408984891343,3.0914407686460663,0.398,3613298944,1022394240,53629097683.200005
0,和泰車,2207.TW,628.0,0.0005550860053514541,235.46968702958733,0.0005756691823345895,0.018375421219382494,-12.290277382955347,0.246,-50395287552,-83956416512,349860668928.0
0,台船,2208.TW,20.7,-0.00019339075620765272,38.005882569229954,-0.00016662090861086447,0.01652905015351798,-7.0157616060857295,0.325,-3044066048,-1553981952,19287991065.6
0,長榮鋼,2211.TW,69.4,0.0006433979571030401,52.8033788657588,0.0006559809113555416,0.017876866368215005,6.534891818269242,0.033,1842749952,1415150592,28946115955.2
0,裕日車,2227.TW,184.5,0.00011715911954153537,193.5390567572984,0.00013562958755221035,0.017506938002402366,30.651074868073096,0.507,-1055006976,2967872768,55350000000.0
0,劍麟,2228.TW,88.5,0.0001574734092576719,110.09093321930749,0.00017857673324391877,0.02095835053033249,17.19417471925282,0.22,661417984,395942496,6706556904.0
0,為升,2231.TW,135.0,0.000385203479565135,121.83869074378862,0.0003818817132033174,0.02201098714189238,28.5956812780077,0.221,654096000,-233703120,19011373920.0
0,宇隆,2233.TW,137.5,0.00037662076398348713,81.47601541260988,0.00028779036182101207,0.021935555875712606,9.810732581353852,-0.066,715808000,476913120,8289613750.0
0,艾姆勒,2241.TW,34.45,-0.0003058061423594026,48.75200884672392,-0.00023466483116517194,0.02017284379029629,-16.77030419261558,0.19,95523000,208675744,3086799372.8
0,汎德永業,2247.TW,317.0,0.00011175589818358758,231.41551235294872,9.783128754522688e-05,0.014811503920635858,10.971971489621517,0.183,2632556032,-2318730496,25584753000.0
0,光寶科,2301.TW,105.5,0.0003176773133081308,44.222903425139314,0.00033096627811738386,0.020491270010289213,7.033806566577914,-0.132,30335526912,20562558976,236753613440.0
0,麗正,2302.TW,17.2,-0.0003058998435041527,13.690002082936331,-0.00030574211300856053,0.027194143624701343,16.725329533873303,0.003,253948000,200458496,2860411737.6
0,聯電,2303.TW,49.15,1.1795844113906702e-05,22.961725859411064,9.93372846608129e-06,0.02112142326703124,3.5772653413992006,-0.219,121375653888,-3564969472,614522453145.6
0,全友,2305.TW,22.85,-9.063510161565101e-05,9.158702916617147,-9.007124178564868e-05,0.027668649725124197,-152.22101570744897,0.283,63594000,-168501744,4632289100.0
0,台達電,2308.TW,315.5,0.0002616220618563336,122.44147904753845,0.00027311305782100743,0.02241407001899161,9.414773627595778,0.117,59564933120,27674148864,819523900288.0
0,金寶,2312.TW,14.25,-8.787857641704969e-05,11.373043488005289,-7.634627417369123e-05,0.020979666996288473,20.65252321772364,-0.05,9956196352,6369891840,21048675456.0
0,華通,2313.TW,51.8,-0.00011533111839032295,26.850676741439507,-0.00011234261706887538,0.02672723968720056,5.707287134121756,-0.151,11627860992,906589376,61736277657.6
0,台揚,2314.TW,35.25,-0.0001760802810308947,45.96149051993982,-0.00015358409649426574,0.029374099687892792,-27.79965309966148,0.011,277561984,233015872,8390487000.0
0,楠梓電,2316.TW,32.9,-7.974402587121828e-05,22.51132081748265,-5.573626355561265e-05,0.024635466827933893,21.830385855301476,-0.337,705790016,60505248,5969211763.2
0,鴻海,2317.TW,103.5,0.0006349714432216649,59.415351981859985,0.0006421621588698868,0.021967404743491774,6.7053732875619785,-0.136,297906831360,145056628736,1434665240064.0
0,東訊,2321.TW,17.3,-0.0006518585314128817,194.2657843551887,-0.0006228566707181976,0.03180543191847782,-551.8170435761846,-0.232,94813000,-218230880,239534070.0
0,中環,2323.TW,11.25,-0.000417201230308043,20.78754109163158,-0.0004160540660976713,0.02328770686561788,13.543191213522322,-0.054,389412992,-267668880,12255187680.0
0,仁寶,2324.TW,29.05,-5.268079245720379e-05,25.835576272100464,-4.272469661291484e-05,0.019668230771848528,17.10028467563226,-0.082,25575895040,12048254976,126574633472.0
0,國巨,2327.TW,543.0,0.00032757320271719666,173.1856345724648,0.0003289266673468612,0.025806337865292878,4.428818773091824,-0.146,33682290688,10007164928,227636998656.0
0,廣宇,2328.TW,35.25,6.798521218017775e-05,28.13497141976642,8.781412673293239e-05,0.02610708319026511,10.056497571407222,0.001,3248046080,1790128640,18271695936.0
0,華泰,2329.TW,41.2,-0.00023791053766029086,23.055363918576326,-0.00023079281382306868,0.02818241121899193,12.558035235032357,-0.068,2049596032,1165004672,22878690918.4
0,台積電,2330.TW,546.0,0.0003260156351517514,161.2166551110306,0.00033675164072129084,0.018141988435199003,4.456826399298867,-0.1,1452072763392,13664679936,14158926372864.0
0,精英,2331.TW,26.5,-0.00012564245757956167,26.792787841845783,-0.00010576842849432002,0.025641984686279443,18.97151656421653,-0.395,5269772800,5192583168,14771179712.0
0,友訊,2332.TW,18.65,-2.4719988249198216e-05,21.769883542952606,-8.92871280575789e-06,0.023831061657516146,16.6159415852109,-0.001,388198016,-747701760,11085616099.199999
0,旺宏,2337.TW,32.4,-0.0002341548293464226,34.696899580479794,-0.0002164324249391976,0.027156057554299153,23.833612340402404,-0.345,3783798016,-8307397632,60065386444.799995
0,光罩,2338.TW,69.9,0.00021941355863496056,24.416332786285633,0.0002186860168522899,0.022509490444208198,3.3883591377137767,-0.097,2341522944,-1389378688,14864514600.000002
0,台亞,2340.TW,47.9,-3.4549489355674097e-05,28.34970493597238,-1.517287203834718e-05,0.02717740972202903,46.45859052177725,-0.238,1532528000,-2053216128,20973877200.0
0,茂矽,2342.TW,34.2,-0.0007584170746985759,297.5460844708489,-0.0007407333998329338,0.03290301932997183,228.90612706264855,-0.354,289120992,70415624,5340535200.0
0,華邦電,2344.TW,26.0,-0.00012283646743166307,15.508504350989677,-0.00012009001213569659,0.02719924485176983,24.944204394305938,-0.294,3990562048,-27903008768,104383498752.0
0,智邦,2345.TW,496.5,0.0004012215888828459,71.16072191788143,0.00038513005451424004,0.026307458646498062,4.4744559199710485,0.076,15417004032,12359442432,277021674528.0
0,聯強,2347.TW,67.4,0.00011205520916958508,39.76335150116549,0.00010388944055433122,0.02034377394410662,4.656545086322538,-0.081,18499917824,12771373056,112419826764.8
0,海悅,2348.TW,79.3,-0.0007793739092229582,497.6294127540407,-0.0007985006804950684,0.033138881685781794,71.08472831497457,0.124,-1452137984,-2976230912,9196341700.0
0,錸德,2349.TW,7.88,-0.0006021528047652692,42.67729692110792,-0.0006028806360717961,0.024911522866646156,-156.42003616757341,-0.081,1261767936,606252096,5466198400.0
0,順德,2351.TW,112.0,0.0003194454484585206,42.87475132394354,0.0003093771617425594,0.02672190311095469,9.435414311791746,-0.085,2585084928,1573253120,20399680000.0
0,佳世達,2352.TW,43.1,1.1025455397953888e-05,23.899435377120973,1.408388747850075e-05,0.0231935839592954,5.902392108964587,-0.17,18883344384,18556123136,84768219379.2
0,宏碁,2353.TW,34.85,-7.6795824245797e-05,34.87914047114011,-7.662592362013956e-05,0.022887151389846205,35.922069798849805,-0.194,35313328128,28172953600,104588684057.6
0,鴻準,2354.TW,54.7,0.0001809217802186252,65.9090343614291,0.00018095665354445837,0.023337953411475928,20.745155278071312,-0.121,11699051520,7457533440,77372056000.0
0,敬鵬,2355.TW,35.2,0.00012896045669666804,30.521676700157737,0.00014427954363106557,0.02068422503323282,21.073865255763142,-0.077,2658767872,1967993344,13991824281.6
0,英業達,2356.TW,43.15,7.051551268146995e-05,18.707237193888414,8.556720767046979e-05,0.020992999701842444,12.491426953816816,-0.038,29385287680,21270206464,154799764761.6
0,華碩,2357.TW,342.0,-6.147690049276997e-05,290.7538013424027,-4.3329883395324256e-05,0.02081745701818069,66.34001589406392,-0.088,85144436736,63016955904,254023920000.0
0,廷鑫,2358.TW,10.3,-0.00032860581407341045,19.740900669276893,-0.00025645904312194856,0.03107501530671126,-10.085451354703272,-0.371,-43179000,327214880,1407216982.4
0,所羅門,2359.TW,34.3,-0.00014676325009563068,23.213370886301576,-0.00013028853640319053,0.02412055649002348,7.143830021668462,-0.233,421448992,806511232,5878025574.4
0,致茂,2360.TW,216.5,0.00027178916055116116,78.33466398402327,0.0003025329217842041,0.024202823529097476,7.379235991142455,-0.105,4451375104,3901082880,91733218464.0
0,藍天,2362.TW,32.1,0.00016155127375888282,30.396926374482717,0.00017619604826263393,0.022236351582881706,22.21144005478137,0.225,2870829056,2143308544,18785433600.0
0,矽統,2363.TW,50.4,-0.00012232660075075559,22.104153447293086,-0.00016037049068311977,0.026480030883819488,28.571664626492105,-0.375,-443475008,-65476500,37779285196.799995
0,倫飛,2364.TW,135.0,-0.00026538603280283634,99.61989171596086,-0.00030182727159328335,0.031501879154650754,29.57177645473301,0.148,111475000,22178624,4184892000.0
0,昆盈,2365.TW,11.7,1.1142051608071235e-05,16.106172251750035,3.1311600619919806e-05,0.02211982141361865,46.025100550974585,-0.336,219762000,153672128,2591877600.0
0,燿華,2367.TW,17.8,-2.563169908431984e-05,14.497276630069422,-1.13469754049228e-05,0.025881017559139137,32.20987853313009,-0.068,1756100992,407423264,11915444172.800001
0,金像電,2368.TW,198.0,0.00034776137399536347,23.85545473951805,0.0003710998229496017,0.026875873574813528,3.378906086442479,-0.181,5386250240,1914634752,96364224000.0
0,菱生,2369.TW,19.5,-4.8342832145172e-06,14.103460571736285,-9.700291769058392e-06,0.025450330048247437,-45.485577099139554,-0.126,764515008,-307580000,7301638656.0
0,大同,2371.TW,39.25,-0.00011327151228565385,21.856538455718603,-9.757356100911934e-05,0.025981943038220805,5.505534785466728,0.941,1906904064,-21847744512,91054895616.0
0,震旦行,2373.TW,74.6,-6.197818655938732e-05,61.65229163848753,-6.319903898731825e-05,0.015889150120688474,10.032372667133613,0.058,1686552064,-278692992,16688467599.999998
0,佳能,2374.TW,22.45,-0.00010564110214328492,38.103272905168325,-0.00010366515192893832,0.01969122489354102,90.65006359424405,-0.251,642000000,254045376,6455407340.8
0,凱美,2375.TW,64.5,-0.00018114491640931928,70.10656893217043,-0.00015687869066279488,0.028636760780261793,19.641118207109947,-0.203,1543662976,2509654528,7009537500.0
0,技嘉,2376.TW,243.0,0.00022370440497253969,49.580406408306715,0.0002477754401060467,0.023064657387291458,7.276033238258551,0.153,13443861504,5945279488,154301112000.0
0,微星,2377.TW,157.5,0.00022188484911011777,51.74409628320796,0.00023399212947736365,0.02412374090396271,6.684991340217266,-0.14,24631361536,18306572288,133064820000.0
0,瑞昱,2379.TW,417.5,0.0002930445739212624,139.31830575415364,0.0002964284632653316,0.024993106153106986,6.94102504819866,-0.138,9349913600,-610975872,214120305840.0
0,虹光,2380.TW,9.19,-0.0004330129176607861,22.44001627598899,-0.00043002931212717264,0.022815206189057118,-34.787417368287464,-0.203,-89755000,-177413744,1990020980.0
0,廣達,2382.TW,208.0,0.00017389551096855886,62.22370036086241,0.00019810962732627312,0.020075478804107236,6.980927728528031,-0.094,99764379648,47639797760,801740173312.0
0,台光電,2383.TW,401.0,0.0005469969003436464,59.956814765573114,0.0005790081307893136,0.027055221325674655,5.076586485232978,-0.08,6666096128,2255163904,133500124416.0
0,群光,2385.TW,119.5,0.00046411263705602683,53.205913240985375,0.00047107435548374073,0.020721503285962017,5.498047520421876,-0.115,21008674816,15938542592,86361453088.0
0,精元,2387.TW,47.85,0.00032258766376269,29.452319063767817,0.0003307053743332459,0.02161169571266838,3.8535813671823584,0.172,3730318080,2818829312,9235097467.2
0,威盛,2388.TW,120.0,-0.00012844598985419577,96.8548705646133,-0.00013506253124838635,0.03194809961642856,210.05054553705267,0.376,1217149952,617884224,59805960960.0
0,云辰,2390.TW,14.4,-0.00014503211918596575,17.80521371046111,-0.00014499242752169387,0.026459478387076903,-6.3483664877628145,0.179,47577000,41383500,2773713715.2000003
0,正崴,2392.TW,39.3,6.167246740963847e-05,48.91071611648951,6.910083688220081e-05,0.022417771596553906,21.18325086775633,-0.215,5155743232,1136458880,18756397228.8
0,億光,2393.TW,44.45,8.321160568691813e-05,52.5828914876892,0.00013669364081450773,0.0246998159190559,18.144730119089814,-0.143,3271926016,1530489856,19708818494.4
0,研華,2395.TW,335.0,0.00036258955460796775,119.41966869136873,0.0003582147947577881,0.019538581623491313,8.934947728343005,0.012,9996003328,12680451072,286840400000.0
0,友通,2397.TW,63.7,-4.901456573897547e-05,45.61813698000627,1.0465004253044988e-06,0.01932174717308415,9.521060776974174,-0.027,1923207936,2064332032,7292949300.0
0,映泰,2399.TW,22.95,-0.00011246598285652149,15.278497710236119,-9.190690106264378e-05,0.02704786418055928,84.71184189525651,0.098,7334000,-233431248,4087395000.0
0,凌陽,2401.TW,31.35,-1.117200741045909e-05,34.63553071151613,-1.4330881022220234e-05,0.025578532401238134,-70.67597393954652,-0.285,167780992,-1156706816,18447437500.8
0,毅嘉,2402.TW,34.8,-7.017737994616858e-05,23.831180485616176,-2.341758250560638e-06,0.02737159972734201,18.462148462007775,0.231,591014976,-703935232,10354252800.0
0,漢唐,2404.TW,234.0,0.0003393301916369572,67.18186892913248,0.00034069982456001556,0.019429929549869912,2.597317905611113,0.76,6564866048,5896689664,43895359872.0
0,輔信,2405.TW,14.8,-5.414108526536632e-05,14.439079218701421,-3.933922038199237e-05,0.02808297805626068,240.5266545898894,-0.2,-48854000,-45944248,5082719718.400001
0,國碩,2406.TW,14.6,-0.0003666771800230586,30.79709639065792,-0.00028618177490731333,0.03051689149413428,-38.32417864377389,-0.582,771926016,611374720,5123227366.4
0,南亞科,2408.TW,70.4,-0.0005061298617603125,253.50939629187897,-0.0005332583383613662,0.02898966726843004,-810.5894131844499,0.0,0,0,218102020505.6
0,友達,2409.TW,15.45,-0.0001369578127940925,27.67568526328701,-0.00016329079678436333,0.025217079622169236,-6.253203187540768,0.007,1794640000,-27567048704,118468745011.2
0,中華電,2412.TW,116.0,3.43506102115682e-05,89.26185306304716,2.9858493067706518e-05,0.010803165249982937,18.64118493506058,0.02,77009240064,36689162240,899864227840.0
0,環科,2413.TW,24.3,-4.874680099009285e-05,17.784464044622524,-1.6492755522315182e-05,0.027485757067177617,9.258859767113984,-0.048,246587008,107575752,3081750300.0
0,精技,2414.TW,32.75,7.475383957890848e-05,18.026715292042663,8.538004900165878e-05,0.018552160749165172,6.967368483857187,-0.02,539892992,263860992,5296854000.0
0,錩新,2415.TW,27.55,4.6796587941556847e-05,17.441483661158486,0.00011003666260253825,0.025975425446753093,-14.92419717505981,-0.138,347668992,432462880,2479500000.0
0,圓剛,2417.TW,30.15,0.0001716039673418962,27.325001071093656,0.0001763899595954958,0.02511004170643405,-124.35372061611713,-0.225,569558976,195890752,4150599508.7999997
0,仲琦,2419.TW,30.5,-0.00022302174361237041,21.416103358030078,-0.0002154599029651983,0.025163188223224577,22.638699253855062,-0.077,1045304000,1159244160,9800168256.0
0,新巨,2420.TW,45.2,0.0002501937603573351,26.159523128085738,0.0002748981113068838,0.021050911067849596,6.441994582573002,-0.269,884755008,662882880,6899734438.400001
0,建準,2421.TW,93.2,0.0003586924216910499,25.870052881621394,0.0003964855814745307,0.023794959067590948,4.901518221194157,-0.058,1955672064,1494731008,23386676000.0
0,固緯,2423.TW,35.0,0.0002118989695032606,17.150263561078404,0.000241400405263336,0.017941721086082718,6.391377556362376,0.07,285396992,247900880,5076645280.0
0,隴華,2424.TW,27.45,-0.00022217888622792068,54.08217009956223,-0.00016823490626011883,0.03358633106641798,-14.094607517392042,-0.061,-113195000,-61985124,1332011250.0
0,承啟,2425.TW,44.8,-0.0001671625073169698,34.31622542714928,-0.00014959627964305589,0.029034783057678988,14.253448756054091,-0.091,433929984,392467136,4323155200.0
0,鼎元,2426.TW,18.05,8.470343441115121e-06,19.214332119023716,5.394684754862521e-05,0.02758066652328872,-26.695307198704274,-0.113,219398000,-221620624,5426208905.6
0,三商電,2427.TW,25.85,-6.975554629698359e-05,11.926592436774026,-5.796595890046349e-05,0.022080414360396258,10.925306667371927,-0.279,-162043008,-555011520,4764516900.0
