,symbol,name,foreign_invest,foreign_proprietor,invest_trust,proprietor,total
417,3311,閎暉            ,"86,000",0,0,"-1,294","84,706"
418,4976,佳凌            ,"90,000",0,0,"-5,396","84,604"
419,1110,東泥            ,"94,000",0,0,"-10,000","84,000"
420,1464,得力            ,"85,000",0,0,"-1,000","84,000"
421,9908,大台北          ,"83,000",0,0,0,"83,000"
422,2413,環科            ,"82,000",0,0,0,"82,000"
423,2527,宏璟            ,"80,000",0,0,336,"80,336"
424,00685L,群益臺灣加權正2 ,0,0,0,"80,325","80,325"
425,1568,倉佑            ,"80,000",0,0,0,"80,000"
426,2548,華固            ,"77,000",0,0,"2,000","79,000"
427,9925,新保            ,"76,000",0,0,0,"76,000"
428,00708L,期元大S&P黃金正2,"19,000",0,0,"56,998","75,998"
429,8021,尖點            ,"76,000",0,0,-309,"75,691"
430,4989,榮科            ,"77,000",0,0,"-2,000","75,000"
431,1537,廣隆            ,"75,000",0,0,0,"75,000"
432,00663L,國泰臺灣加權正2 ,"90,000",0,0,"-15,000","75,000"
433,1217,愛之味          ,"75,000",0,0,-703,"74,297"
434,3605,宏致            ,"73,000",0,0,0,"73,000"
435,8404,百和興業-KY     ,"72,000",0,0,0,"72,000"
436,1305,華夏            ,"95,000",0,"-32,591","9,001","71,410"
437,3296,勝德            ,"71,000",0,0,0,"71,000"
438,2524,京城            ,"71,000",0,0,0,"71,000"
439,2617,台航            ,"71,000",0,0,0,"71,000"
440,2349,錸德            ,"70,700",0,0,0,"70,700"
441,2528,皇普            ,"71,000",0,0,"-1,000","70,000"
442,2228,劍麟            ,"68,000",0,0,"1,001","69,001"
443,1590,亞德客-KY       ,"63,207",0,"1,461","4,079","68,747"
444,1517,利奇            ,"69,000",0,0,-959,"68,041"
445,3092,鴻碩            ,"68,000",0,0,0,"68,000"
446,8039,台虹            ,"64,993",0,0,"1,982","66,975"
447,3046,建碁            ,"65,000",0,0,177,"65,177"
448,020028,元大特選電動車N ,0,0,0,"65,000","65,000"
449,5203,訊連            ,"65,000",0,0,0,"65,000"
450,3026,禾伸堂          ,"49,000",0,0,"15,910","64,910"
451,2645,長榮航太        ,"66,000",0,0,"-2,000","64,000"
452,6689,伊雲谷          ,"65,000",0,0,"-1,000","64,000"
453,3167,大量            ,"66,000",0,0,"-2,036","63,964"
454,2038,海光            ,"62,000",0,0,"1,000","63,000"
455,1529,樂事綠能        ,"62,000",0,0,0,"62,000"
456,6449,鈺邦            ,"62,000",0,0,0,"62,000"
457,2704,國賓            ,"62,000",0,0,0,"62,000"
458,2028,威致            ,"62,000",0,0,0,"62,000"
459,1737,臺鹽            ,"61,000",0,0,0,"61,000"
460,4770,上品            ,"65,000",0,"6,000","-10,741","60,259"
461,00917,中信特選金融    ,"-718,000",0,0,"777,979","59,979"
462,8454,富邦媒          ,"59,955",0,0,-309,"59,646"
463,01003T,兆豐新光R1      ,"59,000",0,0,0,"59,000"
464,3209,全科            ,"55,000",0,0,"3,932","58,932"
465,00875,國泰網路資安    ,0,0,0,"58,792","58,792"
466,00635U,期元大S&P黃金   ,"75,000",0,0,"-17,000","58,000"
467,1773,勝一            ,"57,000",0,0,2,"57,002"
468,2102,泰豐            ,"57,000",0,0,0,"57,000"
469,6782,視陽            ,"55,000",0,0,"1,871","56,871"
470,4927,泰鼎-KY         ,"56,000",0,0,296,"56,296"
471,00731,復華富時高息低波,"129,000",0,0,"-73,000","56,000"
472,1752,南光            ,"56,000",0,0,0,"56,000"
473,1234,黑松            ,"56,000",0,0,0,"56,000"
474,00909,國泰數位支付服務,"-283,000",0,0,"338,648","55,648"
475,1734,杏輝            ,"55,000",0,0,0,"55,000"
476,2608,嘉里大榮        ,"54,000",0,0,0,"54,000"
477,2514,龍邦            ,"54,000",0,0,0,"54,000"
478,2380,虹光            ,"54,230",0,0,"-1,000","53,230"
479,9930,中聯資源        ,"47,000",0,0,"5,000","52,000"
480,1203,味王            ,"51,000",0,0,"1,000","52,000"
481,2239,英利-KY         ,"47,000",0,0,"5,000","52,000"
482,2415,錩新            ,"52,000",0,0,0,"52,000"
483,6550,北極星藥業-KY   ,"51,000",0,0,270,"51,270"
484,4912,聯德控股-KY     ,"52,000",0,0,"-1,000","51,000"
485,6141,柏承            ,"49,000",0,0,"2,000","51,000"
486,3447,展達            ,"50,000",0,0,0,"50,000"
487,9905,大華            ,"49,000",0,0,0,"49,000"
488,6166,凌華            ,"49,000",0,0,-582,"48,418"
489,2467,志聖            ,"48,000",0,0,1,"48,001"
490,4551,智伸科          ,"28,000",0,"20,000",0,"48,000"
491,1723,中碳            ,"49,000",0,"-1,000",0,"48,000"
492,2107,厚生            ,"47,000",0,0,0,"47,000"
493,3003,健和興          ,"49,000",0,0,"-2,000","47,000"
494,4426,利勤            ,"49,000",0,0,"-2,000","47,000"
495,6715,嘉基            ,"-5,000",0,0,"52,000","47,000"
496,00851,台新全球AI      ,0,0,0,"47,000","47,000"
497,020031,統一IC設計臺灣N ,0,0,0,"47,000","47,000"
498,2373,震旦行          ,"46,000",0,0,134,"46,134"
499,2109,華豐            ,"26,000",0,0,"20,001","46,001"
500,1527,鑽全            ,"46,000",0,0,0,"46,000"
501,8422,可寧衛          ,"51,000",0,0,"-5,000","46,000"
502,6224,聚鼎            ,"46,000",0,0,-907,"45,093"
503,6790,永豐實          ,"45,000",0,0,0,"45,000"
504,6869,雲豹能源-創     ,"45,000",0,0,0,"45,000"
505,1457,宜進            ,"45,000",0,0,0,"45,000"
506,1321,大洋            ,"45,000",0,0,0,"45,000"
507,1417,嘉裕            ,"45,000",0,0,0,"45,000"
508,2227,裕日車          ,"45,004",0,0,-194,"44,810"
509,2616,山隆            ,"44,000",0,0,0,"44,000"
510,2701,萬企            ,"44,000",0,0,0,"44,000"
511,3051,力特            ,"44,000",0,0,0,"44,000"
512,9937,全國            ,"44,000",0,0,0,"44,000"
513,4155,訊映            ,"44,000",0,0,0,"44,000"
514,5515,建國            ,"43,000",0,0,"1,000","44,000"
515,4104,佳醫            ,"44,000",0,0,-783,"43,217"
516,5285,界霖            ,"40,000",0,0,"3,000","43,000"
517,2816,旺旺保          ,"44,000",0,0,"-1,076","42,924"
518,6491,晶碩            ,"406,367",0,"-385,000","21,271","42,638"
519,9103,美德醫療-DR     ,"42,000",0,0,0,"42,000"
520,1324,地球            ,"42,000",0,0,0,"42,000"
521,1474,弘裕            ,"45,000",0,0,"-3,000","42,000"
522,00717,富邦美國特別股  ,"-99,000",0,0,"140,000","41,000"
523,00657,國泰日經225     ,"29,000",0,0,"11,654","40,654"
524,5525,順天            ,"40,000",0,0,0,"40,000"
525,1713,國化            ,"-5,000",0,0,"45,000","40,000"
526,5007,三星            ,"39,000",0,0,0,"39,000"
527,8464,億豐            ,"32,220",0,0,"6,016","38,236"
528,5243,乙盛-KY         ,"36,000",0,0,"2,001","38,001"
529,6206,飛捷            ,"38,000",0,0,0,"38,000"
530,4108,懷特            ,"39,000",0,0,"-1,000","38,000"
531,00714,群益道瓊美國地產,"3,000",0,0,"35,000","38,000"
532,00660,元大歐洲50      ,0,0,0,"38,000","38,000"
533,3004,豐達科          ,"38,000",0,0,0,"38,000"
534,4564,元翎            ,"38,000",0,0,-484,"37,516"
535,3030,德律            ,"37,000",0,0,1,"37,001"
536,4164,承業醫          ,"41,000",0,0,"-4,000","37,000"
537,6283,淳安            ,"37,000",0,0,0,"37,000"
538,6743,安普新          ,"36,000",0,0,"-1,000","35,000"
539,2739,寒舍            ,"35,000",0,0,0,"35,000"
540,1337,再生-KY         ,"35,000",0,0,0,"35,000"
541,6691,洋基工程        ,"55,092",0,0,"-20,763","34,329"
542,1215,卜蜂            ,"55,007",0,0,"-20,898","34,109"
543,3029,零壹            ,"35,000",0,0,"-1,000","34,000"
544,910861,神州-DR         ,"34,000",0,0,0,"34,000"
545,6152,百一            ,"34,000",0,0,0,"34,000"
546,1618,合機            ,"34,000",0,0,-23,"33,977"
547,1558,伸興            ,"33,000",0,0,0,"33,000"
548,00737,國泰AI+Robo     ,"11,000",0,0,"21,699","32,699"
549,00899,FT潔淨能源      ,0,0,0,"32,456","32,456"
550,1614,三洋電          ,"32,000",0,0,0,"32,000"
551,2069,運錩            ,"32,000",0,0,0,"32,000"
552,2466,冠西電          ,"32,000",0,0,0,"32,000"
553,8114,振樺電          ,"32,000",0,0,-1,"31,999"
554,1340,勝悅-KY         ,"30,000",0,0,"1,619","31,619"
555,3679,新至陞          ,"31,000",0,0,33,"31,033"
556,4566,時碩工業        ,"33,000",0,0,"-2,000","31,000"
557,1539,巨庭            ,"31,000",0,0,0,"31,000"
558,1476,儒鴻            ,"73,280",0,"-23,740","-18,586","30,954"
559,02001L,富邦蘋果正二N   ,0,0,0,"30,000","30,000"
560,4536,拓凱            ,"29,000",0,0,0,"29,000"
561,2908,特力            ,"26,000",0,0,"3,000","29,000"
562,2910,統領            ,"28,000",0,0,0,"28,000"
563,1733,五鼎            ,"28,000",0,0,0,"28,000"
564,2013,中鋼構          ,"28,000",0,0,0,"28,000"
565,8442,威宏-KY         ,"28,000",0,0,0,"28,000"
566,9929,秋雨            ,"26,000",0,0,"2,000","28,000"
567,020019,統一特選台灣5GN ,0,0,0,"27,000","27,000"
568,1414,東和            ,"27,000",0,0,0,"27,000"
569,1531,高林股          ,"27,000",0,0,0,"27,000"
570,8411,福貞-KY         ,"27,000",0,0,0,"27,000"
571,5538,東明-KY         ,"27,000",0,0,0,"27,000"
572,1109,信大            ,"27,000",0,0,0,"27,000"
573,1459,聯發            ,"25,730",0,0,"1,000","26,730"
574,1525,江申            ,"26,000",0,0,169,"26,169"
575,2832,台產            ,"26,000",0,0,0,"26,000"
576,2483,百容            ,"26,000",0,0,0,"26,000"
577,6164,華興            ,"26,000",0,0,0,"26,000"
578,2302,麗正            ,"28,000",0,0,"-2,000","26,000"
579,1231,聯華食          ,"25,000",0,0,17,"25,017"
580,1451,年興            ,"24,000",0,0,0,"24,000"
581,1726,永記            ,"24,000",0,0,0,"24,000"
582,2247,汎德永業        ,"30,000",0,0,"-6,000","24,000"
583,1232,大統益          ,"22,000",0,0,"1,996","23,996"
584,00700,富邦恒生國企    ,"-33,000",0,0,"56,794","23,794"
585,00693U,期街口S&P黃豆   ,"7,000",0,0,"16,000","23,000"
586,2032,新鋼            ,"24,000",0,0,"-1,000","23,000"
587,1540,喬福            ,"23,000",0,0,0,"23,000"
588,1338,廣華-KY         ,"23,000",0,0,0,"23,000"
589,3015,全漢            ,"23,000",0,0,0,"23,000"
590,2478,大毅            ,"23,000",0,0,-512,"22,488"
591,3528,安馳            ,"22,000",0,0,0,"22,000"
592,1725,元禎            ,"22,000",0,0,0,"22,000"
593,006203,元大MSCI台灣    ,0,0,0,"22,000","22,000"
594,9944,新麗            ,"22,000",0,0,0,"22,000"
595,1437,勤益控          ,"22,000",0,0,0,"22,000"
596,4414,如興            ,"22,000",0,0,0,"22,000"
597,6214,精誠            ,"23,000",0,0,"-1,922","21,078"
598,4576,大銀微系統      ,"21,000",0,0,0,"21,000"
599,2612,中航            ,"21,000",0,0,0,"21,000"
600,1220,台榮            ,"20,000",0,0,0,"20,000"
601,1225,福懋油          ,"20,000",0,0,0,"20,000"
602,4562,穎漢            ,"19,000",0,0,"1,000","20,000"
603,4190,佐登-KY         ,"20,000",0,0,0,"20,000"
604,6183,關貿            ,"20,000",0,0,0,"20,000"
605,6115,鎰勝            ,"21,000",0,"-1,000",0,"20,000"
606,6128,上福            ,"20,000",0,0,0,"20,000"
607,8103,瀚荃            ,"20,000",0,0,0,"20,000"
608,6226,光鼎            ,"17,000",0,0,"3,000","20,000"
609,9926,新海            ,"20,000",0,0,0,"20,000"
610,6582,申豐            ,"19,000",0,0,880,"19,880"
611,8478,東哥遊艇        ,"13,000",0,"-5,000","11,519","19,519"
612,2430,燦坤            ,"19,001",0,0,0,"19,001"
613,1466,聚隆            ,"19,000",0,0,0,"19,000"
614,1453,大將            ,"19,000",0,0,0,"19,000"
615,1468,昶和            ,"15,000",0,0,"4,000","19,000"
616,2012,春雨            ,"19,000",0,0,0,"19,000"
617,6835,圓裕            ,"19,000",0,0,0,"19,000"
618,6464,台數科          ,"19,000",0,0,0,"19,000"
619,6674,鋐寶科技        ,"19,000",0,0,0,"19,000"
620,5907,大洋-KY         ,"19,000",0,0,0,"19,000"
621,4438,廣越            ,"20,000",0,"-1,000",0,"19,000"
622,6863,永道-KY         ,"31,000",0,"-50,000","37,970","18,970"
623,2543,皇昌            ,"-319,860",0,0,"338,000","18,140"
624,1617,榮星            ,"18,050",0,0,0,"18,050"
625,2423,固緯            ,"18,000",0,0,1,"18,001"
626,3557,嘉威            ,"19,000",0,0,"-1,000","18,000"
627,1805,寶徠            ,"18,000",0,0,0,"18,000"
628,2348,海悅            ,"18,000",0,0,0,"18,000"
629,6796,晉弘            ,"18,000",0,0,0,"18,000"
630,1597,直得            ,"18,000",0,0,0,"18,000"
631,1470,大統新創        ,"18,000",0,0,0,"18,000"
632,4137,麗豐-KY         ,"18,000",0,0,-19,"17,981"
633,8462,柏文            ,"18,000",0,0,-55,"17,945"
634,2597,潤弘            ,"17,589",0,0,0,"17,589"
635,9918,欣天然          ,"17,000",0,0,0,"17,000"
636,8463,潤泰材          ,"17,000",0,0,0,"17,000"
637,6133,金橋            ,"19,000",0,0,"-2,000","17,000"
638,1735,日勝化          ,"17,000",0,0,0,"17,000"
639,1526,日馳            ,"21,000",0,0,"-4,000","17,000"
640,3494,誠研            ,"17,000",0,0,0,"17,000"
641,00925,新光標普電動車  ,0,0,0,"16,328","16,328"
642,00668,國泰美國道瓊    ,"-101,000",0,0,"117,229","16,229"
643,2008,高興昌          ,"16,000",0,0,0,"16,000"
644,1535,中宇            ,"16,000",0,0,0,"16,000"
645,2433,互盛電          ,"16,000",0,0,0,"16,000"
646,6807,峰源-KY         ,"19,000",0,0,"-3,000","16,000"
647,1460,宏遠            ,"2,000",0,0,"14,000","16,000"
648,8482,商億-KY         ,"16,000",0,0,0,"16,000"
649,6215,和椿            ,"16,000",0,0,0,"16,000"
650,00908,富邦入息REITs+  ,"-68,000",0,0,"83,780","15,780"
651,2359,所羅門          ,"-35,000",0,0,"50,001","15,001"
652,1583,程泰            ,"15,000",0,0,0,"15,000"
653,1615,大山            ,"15,000",0,0,0,"15,000"
654,1443,立益物流        ,"15,000",0,0,0,"15,000"
655,2702,華園            ,"15,000",0,0,0,"15,000"
656,6281,全國電          ,"15,000",0,0,0,"15,000"
657,8438,昶昕            ,"15,000",0,0,0,"15,000"
658,6933,AMAX-KY         ,"15,000",0,0,0,"15,000"
659,6184,大豐電          ,"15,000",0,0,0,"15,000"
660,4581,光隆精密-KY     ,"15,000",0,0,0,"15,000"
661,4583,台灣精銳        ,"20,000",0,0,"-6,000","14,000"
662,2477,美隆電          ,"14,000",0,0,0,"14,000"
663,9931,欣高            ,"14,000",0,0,0,"14,000"
664,2033,佳大            ,"10,000",0,0,"4,000","14,000"
665,2491,吉祥全          ,"14,000",0,0,0,"14,000"
666,4106,雃博            ,"14,000",0,0,-240,"13,760"
667,5471,松翰            ,"-21,152",0,0,"34,796","13,644"
668,00762,元大全球AI      ,"-11,000",0,0,"24,345","13,345"
669,2351,順德            ,"-26,000",0,0,"39,170","13,170"
670,1626,艾美特-KY       ,"13,000",0,0,0,"13,000"
671,1506,正道            ,"11,000",0,0,"2,000","13,000"
672,1454,台富            ,"6,000",0,0,"7,000","13,000"
673,1465,偉全            ,"13,000",0,0,0,"13,000"
674,1445,大宇            ,"13,000",0,0,0,"13,000"
675,6581,鋼聯            ,"13,000",0,0,0,"13,000"
676,4956,光鋐            ,"11,000",0,0,"2,000","13,000"
677,6873,泓德能源-創     ,"13,000",0,0,0,"13,000"
678,00645,富邦日本        ,"3,711",0,0,"9,215","12,926"
679,2241,艾姆勒          ,"13,000",0,0,"-1,000","12,000"
680,2509,全坤建          ,"13,000",0,0,"-1,000","12,000"
681,3021,鴻名            ,"12,000",0,0,0,"12,000"
682,6854,錼創科技-KY創   ,"12,000",0,0,0,"12,000"
683,8488,吉源-KY         ,"12,000",0,0,0,"12,000"
684,4148,全宇生技-KY     ,"11,000",0,0,"1,000","12,000"
685,6573,虹揚-KY         ,"9,000",0,0,"3,000","12,000"
686,00920,富邦ESG綠色電力 ,"7,000",0,0,"4,026","11,026"
687,6606,建德工業        ,"11,000",0,0,0,"11,000"
688,1760,寶齡富錦        ,"-17,000",0,0,"28,000","11,000"
689,2535,達欣工          ,"7,000",0,0,"4,000","11,000"
690,9902,台火            ,"11,000",0,0,0,"11,000"
691,6768,志強-KY         ,"11,000",0,0,0,"11,000"
692,3040,遠見            ,"11,000",0,0,0,"11,000"
693,1587,吉茂            ,"11,000",0,0,0,"11,000"
694,0053,元大電子        ,"9,000",0,0,"1,200","10,200"
695,2115,六暉-KY         ,"10,000",0,0,36,"10,036"
696,1776,展宇            ,"10,000",0,0,0,"10,000"
697,1438,三地開發        ,"10,000",0,0,0,"10,000"
698,1235,興泰            ,"11,000",0,0,"-1,000","10,000"
699,2613,中櫃            ,"10,000",0,0,0,"10,000"
700,2414,精技            ,"10,000",0,0,0,"10,000"
701,6405,悅城            ,"11,000",0,0,"-1,000","10,000"
702,8104,錸寶            ,"10,000",0,0,0,"10,000"
703,4133,亞諾法          ,"10,000",0,0,0,"10,000"
704,3708,上緯投控        ,"19,000",0,"-9,000",0,"10,000"
705,4942,嘉彰            ,"9,000",0,0,"1,000","10,000"
706,8105,凌巨            ,"10,000",0,0,-784,"9,216"
707,006204,永豐臺灣加權    ,"4,000",0,0,"5,132","9,132"
708,1436,華友聯          ,"9,000",0,0,0,"9,000"
709,2712,遠雄來          ,"9,000",0,0,0,"9,000"
710,6834,天二科技        ,"9,000",0,0,0,"9,000"
711,8367,建新國際        ,"9,000",0,0,0,"9,000"
712,8374,羅昇            ,"9,000",0,0,0,"9,000"
713,6598,ABC-KY          ,"9,000",0,0,0,"9,000"
714,6655,科定            ,"9,000",0,0,0,"9,000"
715,00652,富邦印度        ,"-28,000",0,0,"36,764","8,764"
716,1707,葡萄王          ,"-9,000",0,"-2,000","19,678","8,678"
717,1530,亞崴            ,"8,000",0,0,0,"8,000"
718,1521,大億            ,"8,000",0,0,0,"8,000"
719,1419,新紡            ,"9,000",0,0,"-1,000","8,000"
720,2062,橋椿            ,"8,000",0,0,0,"8,000"
721,6201,亞弘電          ,"7,000",0,0,"1,000","8,000"
722,020032,元大綠能N       ,0,0,0,"8,000","8,000"
723,2432,倚天酷碁-創     ,"10,000",0,0,"-2,000","8,000"
724,2460,建通            ,"8,000",0,0,0,"8,000"
725,2250,IKKA-KY         ,"8,000",0,0,0,"8,000"
726,2438,翔耀            ,"8,000",0,0,0,"8,000"
727,6230,尼得科超眾      ,"8,000",0,0,-10,"7,990"
728,3501,維熹            ,"8,000",0,0,-90,"7,910"
729,00703,台新MSCI中國    ,0,0,0,"7,251","7,251"
730,020018,統一價值成長30N ,0,0,0,"7,000","7,000"
731,1446,宏和            ,"7,000",0,0,0,"7,000"
732,6776,展碁國際        ,"7,000",0,0,0,"7,000"
733,4440,宜新實業        ,"7,000",0,0,0,"7,000"
734,4555,氣立            ,"7,000",0,0,0,"7,000"
735,4737,華廣            ,"7,000",0,0,0,"7,000"
736,2852,第一保          ,"9,000",0,0,"-2,000","7,000"
737,1456,怡華            ,"7,000",0,0,0,"7,000"
738,1233,天仁            ,"7,000",0,0,0,"7,000"
739,1730,花仙子          ,"7,000",0,0,0,"7,000"
740,1817,凱撒衛          ,"7,000",0,0,-84,"6,916"
741,6409,旭隼            ,"27,308",0,"-20,449",0,"6,859"
742,3550,聯穎            ,"6,000",0,0,819,"6,819"
743,2024,志聯            ,"6,000",0,0,0,"6,000"
744,1452,宏益            ,"6,000",0,0,0,"6,000"
745,3652,精聯            ,"6,000",0,0,0,"6,000"
746,1315,達新            ,"6,000",0,0,0,"6,000"
747,1413,宏洲            ,"5,000",0,0,0,"5,000"
748,6625,必應            ,"5,000",0,0,0,"5,000"
749,2397,友通            ,"14,000",0,0,"-9,000","5,000"
750,02001S,策元大加權策略N ,0,0,0,"5,000","5,000"
751,9942,茂順            ,"1,000",0,0,"4,000","5,000"
752,4722,國精化          ,"5,000",0,0,0,"5,000"
753,4571,鈞興-KY         ,"5,000",0,0,0,"5,000"
754,6155,鈞寶            ,"5,000",0,0,0,"5,000"
755,6671,三能-KY         ,"5,000",0,0,0,"5,000"
756,6666,羅麗芬-KY       ,"6,000",0,0,"-1,000","5,000"
757,6902,走著瞧-創       ,"5,000",0,0,0,"5,000"
758,3054,立萬利          ,"5,000",0,0,0,"5,000"
759,2881A,富邦特          ,"5,000",0,0,0,"5,000"
760,2945,三商家購        ,"5,000",0,0,0,"5,000"
761,2904,匯僑            ,"5,000",0,0,0,"5,000"
762,2888B,新光金乙特      ,"4,000",0,0,0,"4,000"
763,1441,大東            ,"4,000",0,0,0,"4,000"
764,1435,中福            ,"4,000",0,0,0,"4,000"
765,1410,南染            ,"5,000",0,0,"-1,000","4,000"
766,1101B,台泥乙特        ,0,0,0,"4,000","4,000"
767,8473,山林水          ,"4,000",0,0,0,"4,000"
768,6641,基士德-KY       ,"4,000",0,0,0,"4,000"
769,3686,達能            ,"4,000",0,0,0,"4,000"
770,2891C,中信金丙特      ,0,0,0,"4,000","4,000"
771,00783,富邦中証500     ,0,0,0,"3,793","3,793"
772,00739,元大MSCI A股    ,"-28,000",0,0,"31,085","3,085"
773,00682U,期元大美元指數  ,"4,000",0,0,"-1,000","3,000"
774,020012,富邦行動通訊N   ,0,0,0,"3,000","3,000"
775,01009T,王道圓滿R1      ,"3,000",0,0,0,"3,000"
776,1341,富林-KY         ,"3,000",0,0,0,"3,000"
777,4545,銘鈺            ,"3,000",0,0,0,"3,000"
778,4764,雙鍵            ,"3,000",0,0,0,"3,000"
779,6672,騰輝電子-KY     ,"3,000",0,0,0,"3,000"
780,6416,瑞祺電通        ,"-15,000",0,0,"18,000","3,000"
781,8466,美吉吉-KY       ,"3,000",0,0,0,"3,000"
782,910322,康師傅-DR       ,"3,000",0,0,0,"3,000"
783,1256,鮮活果汁-KY     ,"4,000",0,0,"-1,000","3,000"
784,2254,巨鎧精密-創     ,0,0,0,"3,000","3,000"
785,2887Z1,台新己特        ,"3,000",0,0,0,"3,000"
786,3321,同泰            ,"3,000",0,0,0,"3,000"
787,3543,州巧            ,"3,000",0,0,0,"3,000"
788,3518,柏騰            ,"3,000",0,0,0,"3,000"
789,2434,統懋            ,"1,000",0,0,"2,000","3,000"
790,1906,寶隆            ,"3,000",0,0,-2,"2,998"
791,2002A,中鋼特          ,0,0,0,"2,000","2,000"
792,1325,恆大            ,"2,000",0,0,0,"2,000"
793,1439,雋揚            ,"2,000",0,0,0,"2,000"
794,1541,錩泰            ,"2,000",0,0,0,"2,000"
795,2753,八方雲集        ,"17,000",0,0,"-15,000","2,000"
796,3432,台端            ,"2,000",0,0,0,"2,000"
797,8499,鼎炫-KY         ,"2,000",0,0,0,"2,000"
798,4569,六方科-KY       ,"2,000",0,0,0,"2,000"
799,5288,豐祥-KY         ,"2,000",0,0,0,"2,000"
800,00707R,期元大S&P日圓反1,0,0,0,"2,000","2,000"
801,3266,昇陽            ,"2,000",0,0,0,"2,000"
802,3702A,大聯大甲特      ,"2,000",0,0,0,"2,000"
803,00865B,國泰US短期公債  ,0,0,0,"1,855","1,855"
804,2450,神腦            ,"-2,000",0,0,"3,599","1,599"
805,5522,遠雄            ,"151,000",0,"-34,000","-115,685","1,315"
806,9935,慶豐富          ,"1,050",0,0,0,"1,050"
807,020002,元富新中國N     ,0,0,0,"1,000","1,000"
808,020036,元大金融配息N   ,0,0,0,"1,000","1,000"
809,6668,中揚光          ,"1,000",0,0,0,"1,000"
810,5906,台南-KY         ,"1,000",0,0,0,"1,000"
811,4557,永新-KY         ,"1,000",0,0,0,"1,000"
812,6431,光麗-KY         ,"1,000",0,0,0,"1,000"
813,6698,旭暉應材        ,"1,000",0,0,0,"1,000"
814,6525,捷敏-KY         ,"1,000",0,0,0,"1,000"
815,2429,銘旺科          ,"1,000",0,0,0,"1,000"
816,3593,力銘            ,"1,000",0,0,0,"1,000"
817,3164,景岳            ,"1,000",0,0,0,"1,000"
818,3229,晟鈦            ,"1,000",0,0,0,"1,000"
819,2882B,國泰金乙特      ,0,0,0,"1,000","1,000"
820,2901,欣欣            ,"1,000",0,0,0,"1,000"
821,1423,利華            ,"1,000",0,0,0,"1,000"
822,1236,宏亞            ,"1,000",0,0,0,"1,000"
823,2642,宅配通          ,"5,756",0,0,"-5,000",756
824,0051,元大中型100     ,"13,000",0,0,"-12,319",681
825,2471,資通            ,0,0,0,627,627
826,2114,鑫永銓          ,0,0,0,0,0
827,2424,隴華            ,"1,000",0,0,"-1,000",0
828,2939,凱羿-KY         ,0,0,0,0,0
829,8443,阿瘦            ,"1,000",0,0,"-1,000",0
830,8481,政伸            ,0,0,0,0,0
831,4807,日成-KY         ,0,0,0,0,0
832,00647L,元大S&P500正2   ,"97,000",0,0,"-97,000",0
833,00911,兆豐洲際半導體  ,0,0,0,0,0
834,020037,元大金融高股息N ,0,0,0,0,0
835,1418,東華            ,0,0,0,0,0
836,1516,川飛            ,0,0,0,0,0
837,00775B,新光投等債15+   ,0,0,0,0,0
838,00736,國泰新興市場    ,"-20,000",0,0,"20,000",0
839,00910,第一金太空衛星  ,0,0,0,-211,-211
840,2308,台達電          ,"683,048",0,"-637,964","-45,375",-291
841,0057,富邦摩台        ,0,0,0,-459,-459
842,5283,禾聯碩          ,"-1,000",0,0,0,"-1,000"
843,9136,巨騰-DR         ,"-1,000",0,0,0,"-1,000"
844,01004T,土銀富邦R2      ,"-1,000",0,0,0,"-1,000"
845,9912,偉聯            ,0,0,0,"-1,000","-1,000"
846,9928,中視            ,0,0,0,"-1,000","-1,000"
847,4766,南寶            ,0,0,"-1,000",0,"-1,000"
848,4439,冠星-KY         ,"-1,000",0,0,0,"-1,000"
849,6658,聯策            ,"-1,000",0,0,0,"-1,000"
850,3607,谷崧            ,"-1,000",0,0,0,"-1,000"
851,2882A,國泰特          ,0,0,0,"-1,000","-1,000"
852,00641R,富邦日本反1     ,0,0,0,"-1,007","-1,007"
853,6669,緯穎            ,"-160,479",0,"173,814","-15,252","-1,917"
854,6670,復盛應用        ,"-2,000",0,0,0,"-2,000"
855,6541,泰福-KY         ,"253,000",0,0,"-255,000","-2,000"
856,912000,晨訊科-DR       ,"-2,000",0,0,0,"-2,000"
857,00684R,期元大美元指反1 ,0,0,0,"-2,000","-2,000"
858,1323,永裕            ,"-2,000",0,0,0,"-2,000"
859,1475,業旺            ,"-2,000",0,0,0,"-2,000"
860,1522A,堤維西甲特      ,0,0,0,"-3,000","-3,000"
861,1416,廣豐            ,"-3,000",0,0,0,"-3,000"
862,3535,晶彩科          ,"-2,000",0,0,"-1,000","-3,000"
863,2496,卓越            ,"-3,000",0,0,0,"-3,000"
864,9906,欣巴巴          ,"-3,000",0,0,0,"-3,000"
865,4755,三福化          ,"27,000",0,"-30,000",0,"-3,000"
866,4935,茂林-KY         ,"-3,000",0,0,0,"-3,000"
867,2420,新巨            ,"-3,000",0,0,0,"-3,000"
868,1472,三洋實業        ,"-3,000",0,0,-14,"-3,014"
869,6591,動力-KY         ,"-4,000",0,0,0,"-4,000"
870,3057,喬鼎            ,"-6,000",0,0,"2,000","-4,000"
871,8249,菱光            ,"-5,000",0,0,1,"-4,999"
872,9110,越南控-DR       ,"-5,000",0,0,0,"-5,000"
873,6792,詠業            ,"-5,000",0,0,0,"-5,000"
874,2887E,台新戊特        ,"-5,000",0,0,0,"-5,000"
875,3043,科風            ,"-5,000",0,0,0,"-5,000"
876,2546,根基            ,"-6,105",0,0,803,"-5,302"
