,symbol,name,foreign_invest,foreign_proprietor,invest_trust,proprietor,total
441,3416,融程電          ,"44,500",0,0,"-5,000","39,500"
442,2834,臺企銀          ,"44,410",0,0,"-5,000","39,410"
443,1537,廣隆            ,"39,000",0,0,0,"39,000"
444,9935,慶豐富          ,"36,000",0,0,"3,000","39,000"
445,6206,飛捷            ,"39,000",0,0,0,"39,000"
446,2527,宏璟            ,"37,000",0,0,"1,049","38,049"
447,8201,無敵            ,"38,000",0,0,0,"38,000"
448,1464,得力            ,"37,820",0,0,0,"37,820"
449,1231,聯華食          ,"37,501",0,0,-255,"37,246"
450,4566,時碩工業        ,"37,000",0,0,0,"37,000"
451,9925,新保            ,"36,000",0,0,"1,000","37,000"
452,6591,動力-KY         ,"37,000",0,0,0,"37,000"
453,8011,台通            ,"48,000",0,0,"-11,000","37,000"
454,3030,德律            ,"35,000",0,0,"1,124","36,124"
455,3563,牧德            ,"21,000",0,0,"14,442","35,442"
456,2028,威致            ,"35,000",0,0,0,"35,000"
457,5007,三星            ,"34,000",0,0,"1,000","35,000"
458,9908,大台北          ,"33,000",0,0,"1,000","34,000"
459,4155,訊映            ,"33,898",0,0,0,"33,898"
460,2108,南帝            ,"34,266",0,"-1,000",-5,"33,261"
461,00639,富邦深100       ,"-6,000",0,0,"39,074","33,074"
462,2102,泰豐            ,"32,000",0,0,"1,000","33,000"
463,1604,聲寶            ,"32,000",0,0,"1,000","33,000"
464,1457,宜進            ,"32,000",0,0,0,"32,000"
465,00861,元大全球未來通訊,"159,000",0,0,"-127,000","32,000"
466,00908,富邦入息REITs+  ,"223,000",0,0,"-191,096","31,904"
467,4999,鑫禾            ,"39,000",0,0,"-7,533","31,467"
468,4108,懷特            ,"29,000",0,0,"2,000","31,000"
469,2505,國揚            ,"30,000",0,0,"1,000","31,000"
470,1736,喬山            ,"28,634",0,0,"1,922","30,556"
471,4119,旭富            ,"36,044",0,0,"-5,491","30,553"
472,2514,龍邦            ,"30,000",0,0,338,"30,338"
473,3043,科風            ,"30,000",0,0,0,"30,000"
474,5515,建國            ,"30,000",0,0,0,"30,000"
475,8103,瀚荃            ,"22,000",0,0,"8,000","30,000"
476,8131,福懋科          ,"29,000",0,0,620,"29,620"
477,6781,AES-KY          ,"41,500",0,0,"-12,111","29,389"
478,3266,昇陽            ,"25,000",0,0,"4,000","29,000"
479,00634R,富邦上証反1     ,"-5,000",0,0,"33,993","28,993"
480,2015,豐興            ,"27,000",0,0,"1,728","28,728"
481,1539,巨庭            ,"28,000",0,0,0,"28,000"
482,2528,皇普            ,"27,000",0,0,"1,000","28,000"
483,8442,威宏-KY         ,"27,000",0,0,"1,000","28,000"
484,0053,元大電子        ,"3,000",0,0,"24,451","27,451"
485,9905,大華            ,"26,000",0,0,"1,000","27,000"
486,1217,愛之味          ,"26,000",0,0,"1,000","27,000"
487,00926,凱基全球菁英55  ,"-157,000",0,0,"183,762","26,762"
488,6416,瑞祺電通        ,"38,000",0,0,"-11,870","26,130"
489,2423,固緯            ,"25,000",0,0,"1,000","26,000"
490,2524,京城            ,"25,000",0,0,"1,000","26,000"
491,2881B,富邦金乙特      ,"-4,000",0,0,"30,000","26,000"
492,00875,國泰網路資安    ,"-119,000",0,0,"144,927","25,927"
493,2428,興勤            ,"17,000",0,0,"8,796","25,796"
494,2467,志聖            ,"24,227",0,0,933,"25,160"
495,2029,盛餘            ,"24,000",0,0,"1,000","25,000"
496,2227,裕日車          ,"24,000",0,0,"1,000","25,000"
497,2832,台產            ,"23,000",0,0,"2,000","25,000"
498,6224,聚鼎            ,"25,000",0,0,-263,"24,737"
499,9906,欣巴巴          ,"22,000",0,0,"2,000","24,000"
500,4551,智伸科          ,"27,000",0,0,"-3,081","23,919"
501,2616,山隆            ,"23,000",0,0,0,"23,000"
502,5244,弘凱            ,"27,000",0,0,"-4,000","23,000"
503,4540,全球傳動        ,"23,000",0,0,0,"23,000"
504,3501,維熹            ,"23,000",0,0,-17,"22,983"
505,6719,力智            ,"23,000",0,0,-305,"22,695"
506,6790,永豐實          ,"21,000",0,0,"1,000","22,000"
507,00693U,期街口S&P黃豆   ,"7,000",0,0,"15,000","22,000"
508,1437,勤益控          ,"22,000",0,0,0,"22,000"
509,2069,運錩            ,"22,000",0,0,0,"22,000"
510,6585,鼎基            ,"25,000",0,0,"-3,009","21,991"
511,2913,農林            ,"22,000",0,0,-819,"21,181"
512,6582,申豐            ,"22,000",0,0,-852,"21,148"
513,9943,好樂迪          ,"21,000",0,0,0,"21,000"
514,00865B,國泰US短期公債  ,"-1,000",0,0,"22,000","21,000"
515,02001L,富邦蘋果正二N   ,0,0,0,"21,000","21,000"
516,6184,大豐電          ,"21,000",0,0,0,"21,000"
517,910861,神州-DR         ,"21,000",0,0,0,"21,000"
518,2608,嘉里大榮        ,"20,000",0,0,"1,000","21,000"
519,2701,萬企            ,"15,000",0,0,"6,000","21,000"
520,2466,冠西電          ,"21,000",0,0,0,"21,000"
521,3535,晶彩科          ,"21,000",0,0,0,"21,000"
522,1203,味王            ,"24,000",0,0,"-3,000","21,000"
523,1472,三洋實業        ,"21,000",0,0,0,"21,000"
524,4164,承業醫          ,"20,000",0,0,3,"20,003"
525,4426,利勤            ,"20,000",0,0,0,"20,000"
526,3004,豐達科          ,"10,000",0,0,"10,000","20,000"
527,1540,喬福            ,"20,000",0,0,0,"20,000"
528,2241,艾姆勒          ,"4,000",0,0,"16,000","20,000"
529,2012,春雨            ,"19,000",0,0,"1,000","20,000"
530,00739,元大MSCI A股    ,"-1,000",0,0,"20,788","19,788"
531,00685L,群益臺灣加權正2 ,0,0,0,"19,455","19,455"
532,006205,富邦上証        ,"57,000",0,"-500,000","462,117","19,117"
533,020020,元大台股領航N   ,0,0,0,"19,000","19,000"
534,2415,錩新            ,"19,000",0,0,0,"19,000"
535,2929,淘帝-KY         ,"19,000",0,0,0,"19,000"
536,4137,麗豐-KY         ,"18,000",0,0,441,"18,441"
537,00689R,國泰20年美債反1 ,0,0,0,"18,000","18,000"
538,6552,易華電          ,"18,000",0,0,0,"18,000"
539,2032,新鋼            ,"18,000",0,0,0,"18,000"
540,8341,日友            ,"17,000",0,0,55,"17,055"
541,6861,睿生光電        ,"17,000",0,0,0,"17,000"
542,9911,櫻花            ,"16,000",0,0,"1,000","17,000"
543,4766,南寶            ,"22,000",0,0,"-5,000","17,000"
544,1220,台榮            ,"17,000",0,0,0,"17,000"
545,1445,大宇            ,"17,000",0,0,0,"17,000"
546,3447,展達            ,"17,000",0,0,0,"17,000"
547,1417,嘉裕            ,"16,000",0,0,0,"16,000"
548,8104,錸寶            ,"16,000",0,0,0,"16,000"
549,1786,科妍            ,"17,000",0,0,"-1,446","15,554"
550,8411,福貞-KY         ,"15,071",0,0,0,"15,071"
551,8478,東哥遊艇        ,"27,000",0,"-5,000","-6,986","15,014"
552,6668,中揚光          ,"15,000",0,0,0,"15,000"
553,1321,大洋            ,"13,000",0,0,"2,000","15,000"
554,1725,元禎            ,"15,000",0,0,0,"15,000"
555,1614,三洋電          ,"15,000",0,0,0,"15,000"
556,3705,永信            ,"34,000",0,0,"-19,000","15,000"
557,3015,全漢            ,"15,000",0,0,0,"15,000"
558,2910,統領            ,"14,000",0,0,"1,000","15,000"
559,1731,美吾華          ,"15,000",0,0,0,"15,000"
560,3617,碩天            ,"-58,250",0,0,"72,547","14,297"
561,8429,金麗-KY         ,"14,000",0,0,196,"14,196"
562,6606,建德工業        ,"14,000",0,0,0,"14,000"
563,3048,益登            ,"13,000",0,0,"1,000","14,000"
564,1726,永記            ,"14,000",0,0,0,"14,000"
565,1325,恆大            ,"14,000",0,0,0,"14,000"
566,2062,橋椿            ,"14,000",0,0,0,"14,000"
567,2430,燦坤            ,"14,000",0,0,0,"14,000"
568,2642,宅配通          ,"13,543",0,0,0,"13,543"
569,1435,中福            ,"13,000",0,0,0,"13,000"
570,1466,聚隆            ,"12,000",0,0,"1,000","13,000"
571,1617,榮星            ,"11,000",0,0,"2,000","13,000"
572,1806,冠軍            ,"13,000",0,0,0,"13,000"
573,020029,元大ESG高股息N  ,0,0,0,"13,000","13,000"
574,02001S,策元大加權策略N ,0,0,0,"13,000","13,000"
575,6024,群益期          ,"12,000",0,0,"1,000","13,000"
576,2613,中櫃            ,"13,000",0,0,-137,"12,863"
577,1626,艾美特-KY       ,"12,000",0,0,0,"12,000"
578,1521,大億            ,"12,000",0,0,0,"12,000"
579,1452,宏益            ,"12,000",0,0,0,"12,000"
580,6405,悅城            ,"11,000",0,0,"1,000","12,000"
581,6869,雲豹能源-創     ,"12,000",0,0,0,"12,000"
582,1443,立益物流        ,"12,000",0,0,0,"12,000"
583,6281,全國電          ,"12,000",0,0,-54,"11,946"
584,1906,寶隆            ,"11,000",0,0,656,"11,656"
585,1451,年興            ,"11,000",0,0,0,"11,000"
586,1616,億泰            ,"11,000",0,0,0,"11,000"
587,3652,精聯            ,"11,000",0,0,0,"11,000"
588,6525,捷敏-KY         ,"11,000",0,0,0,"11,000"
589,6854,錼創科技-KY創   ,"11,000",0,0,0,"11,000"
590,9918,欣天然          ,"11,000",0,0,0,"11,000"
591,6183,關貿            ,"10,000",0,0,928,"10,928"
592,8463,潤泰材          ,"11,000",0,0,"-1,000","10,000"
593,6743,安普新          ,"11,000",0,0,"-1,000","10,000"
594,00663L,國泰臺灣加權正2 ,0,0,0,"10,000","10,000"
595,2891B,中信金乙特      ,0,0,0,"10,000","10,000"
596,1468,昶和            ,"10,000",0,0,0,"10,000"
597,1416,廣豐            ,"10,000",0,0,0,"10,000"
598,1338,廣華-KY         ,"10,000",0,0,0,"10,000"
599,1225,福懋油          ,"10,000",0,0,0,"10,000"
600,1531,高林股          ,"10,000",0,0,0,"10,000"
601,2239,英利-KY         ,"-105,000",0,0,"114,997","9,997"
602,6115,鎰勝            ,"10,000",0,0,-4,"9,996"
603,1232,大統益          ,"10,000",0,0,-497,"9,503"
604,2345,智邦            ,"143,317",0,"2,000","-135,842","9,475"
605,2373,震旦行          ,"9,000",0,0,0,"9,000"
606,2114,鑫永銓          ,"9,000",0,0,0,"9,000"
607,2115,六暉-KY         ,"10,000",0,0,"-1,000","9,000"
608,1583,程泰            ,"9,000",0,0,0,"9,000"
609,2478,大毅            ,"10,000",0,0,"-1,000","9,000"
610,4581,光隆精密-KY     ,"9,000",0,0,0,"9,000"
611,1597,直得            ,"9,000",0,0,0,"9,000"
612,6657,華安            ,"9,000",0,0,0,"9,000"
613,9931,欣高            ,"9,000",0,0,0,"9,000"
614,2433,互盛電          ,"9,000",0,0,-100,"8,900"
615,6670,復盛應用        ,"-57,000",0,"-20,000","85,842","8,842"
616,1109,信大            ,"8,000",0,0,823,"8,823"
617,1235,興泰            ,"8,000",0,0,0,"8,000"
618,1236,宏亞            ,"8,000",0,0,0,"8,000"
619,1530,亞崴            ,"8,000",0,0,0,"8,000"
620,1506,正道            ,"9,000",0,0,"-1,000","8,000"
621,2013,中鋼構          ,"9,000",0,0,"-1,000","8,000"
622,3528,安馳            ,"8,000",0,0,0,"8,000"
623,6776,展碁國際        ,"8,000",0,0,0,"8,000"
624,9944,新麗            ,"8,000",0,0,0,"8,000"
625,8476,台境            ,"8,000",0,0,0,"8,000"
626,4722,國精化          ,"8,000",0,0,0,"8,000"
627,6464,台數科          ,"8,000",0,0,0,"8,000"
628,1323,永裕            ,"8,000",0,0,0,"8,000"
629,3026,禾伸堂          ,"7,000",0,0,897,"7,897"
630,2945,三商家購        ,"7,000",0,0,0,"7,000"
631,1233,天仁            ,"7,000",0,0,0,"7,000"
632,4764,雙鍵            ,"7,000",0,0,0,"7,000"
633,6754,匯僑設計        ,"7,000",0,0,0,"7,000"
634,2477,美隆電          ,"7,000",0,0,0,"7,000"
635,4414,如興            ,"7,000",0,0,0,"7,000"
636,2397,友通            ,"10,000",0,"-1,000","-2,000","7,000"
637,1110,東泥            ,"27,000",0,0,"-20,000","7,000"
638,1418,東華            ,"7,000",0,0,0,"7,000"
639,1535,中宇            ,"7,000",0,0,-1,"6,999"
640,00910,第一金太空衛星  ,0,0,0,"6,036","6,036"
641,01004T,土銀富邦R2      ,"6,000",0,0,0,"6,000"
642,020032,元大綠能N       ,0,0,0,"6,000","6,000"
643,9929,秋雨            ,"6,000",0,0,0,"6,000"
644,1414,東和            ,"6,000",0,0,0,"6,000"
645,6658,聯策            ,"6,000",0,0,0,"6,000"
646,6834,天二科技        ,"7,000",0,0,"-1,000","6,000"
647,9926,新海            ,"6,000",0,0,0,"6,000"
648,8940,新天地          ,"18,000",0,0,"-12,000","6,000"
649,4720,德淵            ,"-34,000",0,0,"40,000","6,000"
650,6164,華興            ,"6,000",0,0,0,"6,000"
651,2024,志聯            ,"6,000",0,0,0,"6,000"
652,2342,茂矽            ,"7,000",0,0,"-1,000","6,000"
653,2483,百容            ,"6,000",0,0,0,"6,000"
654,00653L,富邦印度正2     ,"-19,000",0,0,"24,809","5,809"
655,2414,精技            ,"6,000",0,0,-987,"5,013"
656,1527,鑽全            ,"5,000",0,0,0,"5,000"
657,1441,大東            ,"5,000",0,0,0,"5,000"
658,1454,台富            ,"7,000",0,0,"-2,000","5,000"
659,3024,憶聲            ,"8,000",0,0,"-3,000","5,000"
660,3164,景岳            ,"6,000",0,0,"-1,000","5,000"
661,4576,大銀微系統      ,"6,000",0,0,"-1,000","5,000"
662,4560,強信-KY         ,"5,000",0,0,0,"5,000"
663,020038,元大ESG配息N    ,0,0,0,"5,000","5,000"
664,1315,達新            ,"5,000",0,0,0,"5,000"
665,6581,鋼聯            ,"5,000",0,0,0,"5,000"
666,1341,富林-KY         ,"5,000",0,0,0,"5,000"
667,020037,元大金融高股息N ,0,0,0,"5,000","5,000"
668,6504,南六            ,"5,000",0,0,0,"5,000"
669,6655,科定            ,"5,000",0,0,0,"5,000"
670,5538,東明-KY         ,"5,000",0,0,0,"5,000"
671,8466,美吉吉-KY       ,"5,000",0,0,0,"5,000"
672,8367,建新國際        ,"5,000",0,0,0,"5,000"
673,8374,羅昇            ,"5,000",0,0,0,"5,000"
674,5608,四維航          ,"2,769",0,0,"2,000","4,769"
675,4106,雃博            ,"6,000",0,0,"-1,238","4,762"
676,00635U,期元大S&P黃金   ,"4,000",0,0,292,"4,292"
677,4755,三福化          ,"4,000",0,0,0,"4,000"
678,6835,圓裕            ,"5,000",0,0,"-1,000","4,000"
679,6768,志強-KY         ,"4,000",0,0,0,"4,000"
680,6671,三能-KY         ,"4,000",0,0,0,"4,000"
681,8481,政伸            ,"4,000",0,0,0,"4,000"
682,8482,商億-KY         ,"4,000",0,0,0,"4,000"
683,9110,越南控-DR       ,"4,000",0,0,0,"4,000"
684,4555,氣立            ,"4,000",0,0,0,"4,000"
685,4569,六方科-KY       ,"4,000",0,0,0,"4,000"
686,4571,鈞興-KY         ,"4,000",0,0,0,"4,000"
687,3686,達能            ,"-3,000",0,0,"7,000","4,000"
688,2491,吉祥全          ,"4,000",0,0,0,"4,000"
689,2611,志信            ,"4,000",0,0,0,"4,000"
690,2939,凱羿-KY         ,"4,000",0,0,0,"4,000"
691,1439,雋揚            ,"6,000",0,0,"-2,000","4,000"
692,1423,利華            ,"7,000",0,0,"-3,000","4,000"
693,1410,南染            ,"4,000",0,0,0,"4,000"
694,1101B,台泥乙特        ,0,0,0,"4,000","4,000"
695,1730,花仙子          ,"4,000",0,0,0,"4,000"
696,2348,海悅            ,"4,000",0,0,-1,"3,999"
697,1615,大山            ,"3,900",0,0,-500,"3,400"
698,1340,勝悅-KY         ,"10,000",0,0,"-6,844","3,156"
699,1436,華友聯          ,"3,000",0,0,0,"3,000"
700,1587,吉茂            ,"3,000",0,0,0,"3,000"
701,4545,銘鈺            ,"3,000",0,0,0,"3,000"
702,4133,亞諾法          ,"3,000",0,0,0,"3,000"
703,4438,廣越            ,"3,000",0,0,0,"3,000"
704,8499,鼎炫-KY         ,"3,000",0,0,0,"3,000"
705,9928,中視            ,0,0,0,"3,000","3,000"
706,6666,羅麗芬-KY       ,"3,000",0,0,0,"3,000"
707,8072,陞泰            ,"3,000",0,0,0,"3,000"
708,2432,倚天酷碁-創     ,"3,000",0,0,0,"3,000"
709,0057,富邦摩台        ,0,0,0,"3,000","3,000"
710,5288,豐祥-KY         ,"3,000",0,0,-1,"2,999"
711,6715,嘉基            ,"3,000",0,0,-8,"2,992"
712,00737,國泰AI+Robo     ,"19,000",0,0,"-16,141","2,859"
713,1773,勝一            ,"6,693",0,0,"-3,892","2,801"
714,00703,台新MSCI中國    ,0,0,0,"2,762","2,762"
715,8249,菱光            ,"3,000",0,0,-404,"2,596"
716,5907,大洋-KY         ,"2,000",0,0,0,"2,000"
717,4737,華廣            ,"2,000",0,0,0,"2,000"
718,5906,台南-KY         ,"2,000",0,0,0,"2,000"
719,1541,錩泰            ,"2,000",0,0,0,"2,000"
720,1526,日馳            ,"2,000",0,0,0,"2,000"
721,1256,鮮活果汁-KY     ,"2,000",0,0,0,"2,000"
722,2901,欣欣            ,"4,000",0,0,"-2,000","2,000"
723,2882A,國泰特          ,0,0,0,"2,000","2,000"
724,2882B,國泰金乙特      ,"-1,000",0,0,"3,000","2,000"
725,2881A,富邦特          ,"2,000",0,0,0,"2,000"
726,4190,佐登-KY         ,"2,000",0,0,-1,"1,999"
727,00909,國泰數位支付服務,"-105,000",0,0,"106,996","1,996"
728,00783,富邦中証500     ,0,0,0,"1,976","1,976"
729,3679,新至陞          ,"2,000",0,0,-67,"1,933"
730,1817,凱撒衛          ,"2,000",0,0,-79,"1,921"
731,006204,永豐臺灣加權    ,"21,000",0,0,"-19,274","1,726"
732,00896,中信綠能及電動車,"7,680",0,0,"-6,499","1,181"
733,01010T,京城樂富R1      ,"1,000",0,0,0,"1,000"
734,020002,元富新中國N     ,0,0,0,"1,000","1,000"
735,006203,元大MSCI台灣    ,0,0,0,"1,000","1,000"
736,020036,元大金融配息N   ,0,0,0,"1,000","1,000"
737,020019,統一特選台灣5GN ,0,0,0,"1,000","1,000"
738,6796,晉弘            ,"1,000",0,0,0,"1,000"
739,9930,中聯資源        ,0,0,0,"1,000","1,000"
740,2008,高興昌          ,"1,000",0,0,0,"1,000"
741,2424,隴華            ,0,0,0,"1,000","1,000"
742,1108,幸福            ,0,0,0,"1,000","1,000"
743,4440,宜新實業        ,"1,000",0,0,0,"1,000"
744,3040,遠見            ,"1,000",0,0,0,"1,000"
745,2888B,新光金乙特      ,"1,000",0,0,0,"1,000"
746,2440,太空梭          ,0,0,0,"1,000","1,000"
747,3167,大量            ,970,0,0,-711,259
748,1453,大將            ,170,0,0,0,170
749,00899,FT潔淨能源      ,0,0,0,85,85
750,1538,正峰            ,0,0,0,2,2
751,2429,銘旺科          ,0,0,0,0,0
752,2254,巨鎧精密-創     ,0,0,0,0,0
753,00770,國泰北美科技    ,"-4,000",0,0,"4,000",0
754,00735,國泰臺韓科技    ,"-40,000",0,0,"40,000",0
755,5283,禾聯碩          ,0,0,0,0,0
756,6136,富爾特          ,0,0,0,0,0
757,6141,柏承            ,0,0,0,0,0
758,6592B,和潤企業乙特    ,-32,0,0,0,-32
759,6230,尼得科超眾      ,"-2,000",0,0,"1,789",-211
760,3311,閎暉            ,"-1,000",0,0,624,-376
761,4562,穎漢            ,"-1,000",0,0,0,"-1,000"
762,2904,匯僑            ,"-1,000",0,0,0,"-1,000"
763,2109,華豐            ,"-1,000",0,0,0,"-1,000"
764,2434,統懋            ,"-1,000",0,0,0,"-1,000"
765,1475,業旺            ,"-1,000",0,0,0,"-1,000"
766,1735,日勝化          ,"-1,000",0,0,0,"-1,000"
767,1465,偉全            ,"-1,000",0,0,0,"-1,000"
768,1438,三地開發        ,"-1,000",0,0,0,"-1,000"
769,6152,百一            ,"-1,000",0,0,0,"-1,000"
770,6431,光麗-KY         ,"-1,000",0,0,0,"-1,000"
771,00684R,期元大美元指反1 ,0,0,0,"-1,000","-1,000"
772,8488,吉源-KY         ,"-1,000",0,0,0,"-1,000"
773,8443,阿瘦            ,"-1,000",0,0,0,"-1,000"
774,912000,晨訊科-DR       ,"-1,000",0,0,0,"-1,000"
775,6873,泓德能源-創     ,"-1,000",0,0,0,"-1,000"
776,00736,國泰新興市場    ,0,0,0,"-1,000","-1,000"
777,00775B,新光投等債15+   ,"-1,000",0,0,0,"-1,000"
778,020018,統一價值成長30N ,0,0,0,"-1,000","-1,000"
779,3437,榮創            ,"-1,000",0,0,0,"-1,000"
780,6863,永道-KY         ,"8,000",0,"-10,000",936,"-1,064"
781,00911,兆豐洲際半導體  ,0,0,0,"-1,167","-1,167"
782,00920,富邦ESG綠色電力 ,"2,000",0,0,"-3,353","-1,353"
783,3622,洋華            ,"-2,000",0,0,420,"-1,580"
784,020012,富邦行動通訊N   ,0,0,0,"-2,000","-2,000"
785,6598,ABC-KY          ,"-2,000",0,0,0,"-2,000"
786,9902,台火            ,"-2,000",0,0,0,"-2,000"
787,1337,再生-KY         ,"-2,000",0,0,-909,"-2,909"
788,1903,士紙            ,"-3,000",0,0,54,"-2,946"
789,00643,群益深証中小    ,0,0,0,"-2,980","-2,980"
790,1516,川飛            ,"-3,000",0,0,0,"-3,000"
791,9136,巨騰-DR         ,"-3,000",0,0,0,"-3,000"
792,6902,走著瞧-創       ,"2,000",0,0,"-5,000","-3,000"
793,2033,佳大            ,"-7,000",0,0,"4,000","-3,000"
794,1456,怡華            ,"-2,000",0,0,"-1,000","-3,000"
795,1522A,堤維西甲特      ,0,0,0,"-3,000","-3,000"
796,1474,弘裕            ,"-3,000",0,0,0,"-3,000"
797,3557,嘉威            ,"-3,000",0,0,0,"-3,000"
798,4557,永新-KY         ,"-3,000",0,0,0,"-3,000"
799,00647L,元大S&P500正2   ,0,0,0,"-3,055","-3,055"
800,2107,厚生            ,"-4,300",0,0,"1,000","-3,300"
801,3550,聯穎            ,"-2,000",0,0,"-1,685","-3,685"
802,2009,第一銅          ,"-5,000",0,0,"1,307","-3,693"
803,1805,寶徠            ,"-2,000",0,0,"-2,000","-4,000"
804,2431,聯昌            ,"-4,000",0,0,0,"-4,000"
805,3593,力銘            ,"-4,000",0,0,0,"-4,000"
806,2534,宏盛            ,"-4,000",0,0,0,"-4,000"
807,2496,卓越            ,"-4,000",0,0,0,"-4,000"
808,01002T,土銀國泰R1      ,"-4,000",0,0,0,"-4,000"
809,00656R,國泰中國A50反1  ,0,0,0,"-4,000","-4,000"
810,00660,元大歐洲50      ,0,0,0,"-4,000","-4,000"
811,00714,群益道瓊美國地產,"-6,000",0,0,"2,000","-4,000"
812,9912,偉聯            ,"-5,000",0,0,"1,000","-4,000"
813,6782,視陽            ,"-6,000",0,"-45,000","46,462","-4,538"
814,2420,新巨            ,"-5,000",0,0,423,"-4,577"
815,3031,佰鴻            ,"-2,000",0,0,"-2,999","-4,999"
816,2250,IKKA-KY         ,"-6,000",0,0,"1,000","-5,000"
817,8462,柏文            ,"-5,000",0,0,0,"-5,000"
818,9955,佳龍            ,"-5,000",0,0,0,"-5,000"
819,6205,詮欣            ,"-5,000",0,0,0,"-5,000"
820,5525,順天            ,"-6,000",0,0,"1,000","-5,000"
821,2704,國賓            ,"-6,000",0,0,"1,000","-5,000"
822,3432,台端            ,"-5,000",0,0,0,"-5,000"
823,3321,同泰            ,"-2,000",0,0,"-4,000","-6,000"
824,2509,全坤建          ,"-6,000",0,0,0,"-6,000"
825,1215,卜蜂            ,"-7,000",0,0,"1,000","-6,000"
826,00682U,期元大美元指數  ,0,0,0,"-6,000","-6,000"
827,6698,旭暉應材        ,"-5,000",0,0,"-1,000","-6,000"
828,02001R,富邦蘋果反一N   ,0,0,0,"-6,000","-6,000"
829,3057,喬鼎            ,"-6,000",0,0,0,"-6,000"
830,6573,虹揚-KY         ,"-1,000",0,0,"-5,000","-6,000"
831,1446,宏和            ,"-7,000",0,0,"1,000","-6,000"
832,1419,新紡            ,"-5,000",0,0,"-1,004","-6,004"
833,1712,興農            ,"-2,200",0,0,"-4,000","-6,200"
834,00645,富邦日本        ,"-2,000",0,0,"-4,227","-6,227"
835,3090,日電貿          ,"-9,000",0,0,"2,212","-6,788"
836,00652,富邦印度        ,"-9,000",0,0,"2,073","-6,927"
837,2228,劍麟            ,"-7,000",0,0,0,"-7,000"
838,00771,元大US高息特別股,0,0,0,"-7,270","-7,270"
839,3257,虹冠電          ,"-8,000",0,0,0,"-8,000"
840,3021,鴻名            ,"-7,000",0,0,"-1,000","-8,000"
841,4439,冠星-KY         ,"-8,000",0,0,0,"-8,000"
842,5234,達興材料        ,"-9,000",0,0,974,"-8,026"
843,00711B,復華彭博新興債  ,"-3,000",0,0,"-5,070","-8,070"
844,6409,旭隼            ,"6,192",0,"-14,512",-34,"-8,354"
845,0051,元大中型100     ,"1,999",0,0,"-10,591","-8,592"
846,0061,元大寶滬深      ,"4,000",0,0,"-12,598","-8,598"
847,5484,慧友            ,"-7,000",0,0,"-2,000","-9,000"
848,00851,台新全球AI      ,0,0,0,"-10,000","-10,000"
849,3130,一零四          ,"-8,999",0,0,"-2,000","-10,999"
850,910322,康師傅-DR       ,"-11,000",0,0,0,"-11,000"
851,1234,黑松            ,"-12,000",0,0,"1,000","-11,000"
852,2597,潤弘            ,"26,631",0,0,"-38,189","-11,558"
853,00686R,群益臺灣加權反1 ,0,0,0,"-12,000","-12,000"
854,2712,遠雄來          ,"-11,000",0,0,"-1,000","-12,000"
855,2850,新產            ,"-11,000",0,0,"-1,000","-12,000"
856,2911,麗嬰房          ,"-10,000",0,0,"-2,000","-12,000"
857,1733,五鼎            ,"-13,000",0,0,0,"-13,000"
858,00678,群益那斯達克生技,0,0,0,"-13,000","-13,000"
859,6792,詠業            ,"-13,000",0,0,0,"-13,000"
860,020031,統一IC設計臺灣N ,0,0,0,"-13,000","-13,000"
861,2231,為升            ,"-9,000",0,0,"-4,187","-13,187"
862,2546,根基            ,"-12,000",0,0,"-2,214","-14,214"
863,00925,新光標普電動車  ,0,0,0,"-14,585","-14,585"
864,6438,迅得            ,"2,103",0,0,"-17,000","-14,897"
865,6155,鈞寶            ,"-13,000",0,0,"-2,000","-15,000"
866,4956,光鋐            ,"-15,000",0,0,0,"-15,000"
867,6412,群電            ,"-114,000",0,"81,000","17,983","-15,017"
868,3653,健策            ,"-79,000",0,"13,000","50,013","-15,987"
869,4526,東台            ,"-16,000",0,0,0,"-16,000"
870,1558,伸興            ,"-17,000",0,0,0,"-17,000"
871,3036A,文曄甲特        ,"-17,000",0,0,0,"-17,000"
872,3052,夆典            ,"-17,000",0,0,0,"-17,000"
873,5546,永固-KY         ,"11,000",0,0,"-29,000","-18,000"
874,8473,山林水          ,"29,000",0,0,"-47,000","-18,000"
875,3543,州巧            ,"-17,000",0,0,"-1,000","-18,000"
876,6592,和潤企業        ,"-18,600",0,0,570,"-18,030"
877,2207,和泰車          ,"-25,610",0,"4,000","2,999","-18,611"
878,1713,國化            ,"-20,000",0,0,"1,000","-19,000"
879,4942,嘉彰            ,"-19,000",0,0,"-1,000","-20,000"
880,2380,虹光            ,"-20,603",0,0,0,"-20,603"
881,8454,富邦媒          ,"-4,044",0,"-11,000","-5,809","-20,853"
882,1732,毛寶            ,"-21,000",0,0,0,"-21,000"
883,2852,第一保          ,"-23,000",0,0,"2,000","-21,000"
884,2459,敦吉            ,"-22,000",0,0,-17,"-22,017"
885,2059,川湖            ,"93,000",0,"-139,000","23,441","-22,559"
886,3002,歐格            ,"-22,000",0,0,"-1,000","-23,000"
887,6277,宏正            ,"-20,000",0,0,"-3,053","-23,053"
888,8422,可寧衛          ,"-23,370",0,0,-34,"-23,404"
889,2247,汎德永業        ,"-6,000",0,"-18,000",0,"-24,000"
890,2453,凌群            ,"-22,000",0,0,"-3,264","-25,264"
891,00666R,富邦恒生國企反1 ,0,0,0,"-26,000","-26,000"
