Date,Open,High,Low,Close,Adj Close,Volume,r,s,m,v
2000-02-01,22.368146896362305,23.38488006591797,21.859779357910156,23.38488006591797,18.563169479370117,3458649,0.05588048089468508,18.94302091598511,0.019331123461567006,0.04156191130382519
2000-02-09,24.782880783081055,24.90998077392578,23.76614761352539,24.90998077392578,19.77381134033203,2146874,0.06317889496330081,19.362423610687255,0.02052900784715848,0.04250001241225056
2000-02-10,25.672531127929688,26.435081481933594,25.41834831237793,26.435081481933594,20.984451293945312,4116416,0.05942341458082736,19.80724468231201,0.02051421909979545,0.042485706702760265
2000-02-11,26.94344711303711,27.1976318359375,24.782880783081055,26.180898666381836,20.782676696777344,3855588,-0.009661885693501229,20.233002376556396,0.019670132249834656,0.04292912006397265
2000-02-14,25.926715850830078,26.180898666381836,24.90998077392578,25.16416358947754,19.975582122802734,2184072,-0.039609183719957565,20.652405071258546,0.020273253510502603,0.04194758370907921
2000-02-15,25.41834831237793,25.54543113708496,23.511964797973633,23.511964797973633,18.664047241210938,2012695,-0.06791147069818224,20.94471607208252,0.014294099528927667,0.045600137935716316
2000-02-16,23.38488006591797,24.90998077392578,23.38488006591797,24.65579605102539,19.572036743164062,2096591,0.04750257484343853,21.313282108306886,0.01776016440582519,0.04534457189386864
2000-02-17,24.65579605102539,25.926715850830078,24.401613235473633,25.291248321533203,20.07646369934082,2362278,0.025446412980861463,21.70091152191162,0.018302541485428397,0.045369636838456046
2000-02-18,25.672531127929688,25.926715850830078,24.147430419921875,24.65579605102539,19.572036743164062,2104451,-0.025446412980861595,22.063123321533205,0.017393882497884604,0.04608516859930523
2000-02-21,26.435081481933594,28.08726692199707,26.180898666381836,26.307981491088867,20.88355827331543,5069566,0.06486036512709427,22.43168935775757,0.016438630277970497,0.04481309791969622
2000-02-22,26.307981491088867,26.307981491088867,24.528697967529297,24.90998077392578,19.77381134033203,2230976,-0.0546038144397192,22.67316370010376,0.01077598324864982,0.04632837752646252
2000-02-23,24.90998077392578,25.291248321533203,23.38488006591797,23.38488006591797,18.563169479370117,1221007,-0.06317889496330074,22.863801288604737,0.008899156700503827,0.04858667304692733
2000-02-24,22.622329711914062,24.02033042907715,21.859779357910156,21.859779357910156,17.35252571105957,1443824,-0.06744127320824637,23.029020595550538,0.008194395145770712,0.04962814027920585
2000-02-25,20.84304428100586,21.605594635009766,20.334678649902344,20.334678649902344,16.14188575744629,1518616,-0.07232065285424698,23.137049007415772,0.005616482993325883,0.05246921785501907
2000-02-29,20.461761474609375,21.351411819458008,19.317943572998047,21.224313735961914,16.84808921813965,1541388,0.04281966243135236,23.232367515563965,0.0047056508029818065,0.05160757036992751
2000-03-01,20.715946197509766,22.368146896362305,20.715946197509766,22.368146896362305,17.756072998046875,2363174,0.052490534427122384,23.372168445587157,0.006676570240302904,0.05268535773224551
2000-03-02,22.368146896362305,22.622329711914062,21.605594635009766,22.368146896362305,17.756072998046875,1052553,0.0,23.518324375152588,0.007002325501570381,0.0526196008241159
2000-03-03,22.241046905517578,22.87651252746582,21.605594635009766,21.859779357910156,17.35252571105957,992004,-0.022989544004227723,23.58187026977539,0.002994908263981486,0.05164161815920751
2000-03-06,20.715946197509766,20.715946197509766,19.95339584350586,20.080493927001953,15.940108299255371,525211,-0.08489949680144965,23.55009765625,-0.0015577429466171564,0.055236903521350314
2000-03-07,21.097227096557617,21.097227096557617,19.826311111450195,20.334678649902344,16.14188575744629,507251,0.012578843947202616,23.46113348007202,-0.004194072258390419,0.05309442890053223
2000-03-08,21.097227096557617,21.73267936706543,20.461761474609375,21.351411819458008,16.948978424072266,912766,0.04879012843692662,23.359460067749023,-0.004548589881278342,0.052694356612390046
2000-03-09,21.605594635009766,21.859779357910156,20.84304428100586,21.351411819458008,16.948978424072266,746161,0.0,23.181531620025634,-0.007707534629443383,0.05025791793348908
2000-03-10,22.113962173461914,22.113962173461914,20.461761474609375,20.461761474609375,16.242765426635742,1785343,-0.04256001446758555,22.882865619659423,-0.012806706081864027,0.04822065947515031
2000-03-13,20.461761474609375,20.461761474609375,19.06376075744629,19.06376075744629,15.133018493652344,449584,-0.07076866011966583,22.527008724212646,-0.01586204480317226,0.04991698599765748
2000-03-14,18.047027587890625,19.572128295898438,17.9199275970459,19.190845489501953,15.23390007019043,852554,0.00664417763178193,22.228342819213868,-0.013549376735585284,0.04983025877414041
2000-03-15,19.190845489501953,19.572128295898438,18.301210403442383,18.301210403442383,14.527695655822754,531767,-0.04746616798324477,21.967805099487304,-0.012527111599838409,0.04885653005368289
2000-03-16,17.792842864990234,18.301210403442383,17.284475326538086,17.66574478149414,14.0232572555542,801833,-0.03533975858178529,21.61830253601074,-0.016669228271099602,0.04697477545187078
2000-03-17,17.792842864990234,18.301210403442383,17.792842864990234,18.047027587890625,14.32592487335205,777888,0.02135355330416022,21.256091499328612,-0.016873871254934662,0.04679019698947257
2000-03-20,17.538660049438477,17.538660049438477,17.538660049438477,17.538660049438477,13.922375679016113,48080,-0.028573404609874814,20.900234699249268,-0.017030220836385324,0.04682556086561424
2000-03-21,17.030292510986328,18.682477951049805,17.030292510986328,18.682477951049805,14.830349922180176,965247,0.06317848659172419,20.518959522247314,-0.017114314763153827,0.04667201184260173
2000-03-22,19.06376075744629,19.69921112060547,18.428293228149414,19.06376075744629,15.133018493652344,1111178,0.020203113647238525,20.22664852142334,-0.013373968358805943,0.04650669513315621
2000-03-23,19.190845489501953,20.334678649902344,19.190845489501953,20.334678649902344,16.14188575744629,1044011,0.0645385461503248,20.07413845062256,-0.006988096303124666,0.04805086291836147
2000-03-24,21.097227096557617,21.097227096557617,19.69921112060547,20.207578659057617,16.040992736816406,757572,-0.006270021240691423,19.99152841567993,-0.003929533704746919,0.04589900586430213
2000-03-27,20.080493927001953,20.080493927001953,19.317943572998047,19.69921112060547,15.637442588806152,481770,-0.02547912488296099,19.95975503921509,-0.0015874573061826192,0.043349855406537456
2000-03-28,19.69921112060547,20.5888614654541,19.69921112060547,19.95339584350586,15.83922004699707,680888,0.012820756267253607,19.896209144592284,-0.003087402614387557,0.04223717303141509
2000-03-29,20.207578659057617,21.097227096557617,19.95339584350586,20.334678649902344,16.14188575744629,1005515,0.018928389856398727,19.79453573226929,-0.004765509842923741,0.04054566242161626
2000-03-30,20.5888614654541,21.224313735961914,20.334678649902344,20.5888614654541,16.343660354614258,1438632,0.012422487574617166,19.705571460723878,-0.004144385464192882,0.04071729578461904
2000-03-31,21.097227096557617,21.986862182617188,20.84304428100586,21.986862182617188,17.453407287597656,2249129,0.0656948774607034,19.71192560195923,0.00028983560905367496,0.043303823618217545
2000-04-05,21.351411819458008,21.351411819458008,20.5888614654541,21.224313735961914,16.84808921813965,695953,-0.03529770260396801,19.769116592407226,0.002769925318927757,0.03941375346335457
2000-04-06,21.351411819458008,22.113962173461914,21.097227096557617,21.224313735961914,16.84808921813965,1491664,0.0,19.813598346710204,0.002140983121567626,0.03934930047876576
2000-04-07,21.478496551513672,21.478496551513672,20.334678649902344,20.334678649902344,16.14188575744629,549459,-0.042819662431352455,19.762761688232423,-0.0024395064218463275,0.038963330072160934
2000-04-10,20.461761474609375,20.84304428100586,20.334678649902344,20.84304428100586,16.54543113708496,354075,0.0246925485333181,19.737343311309814,-0.0012048789951804226,0.03943308244607858
2000-04-11,20.461761474609375,21.351411819458008,20.334678649902344,21.224313735961914,16.84808921813965,475292,0.018127113898034383,19.77547092437744,0.0018294774231005738,0.03840485452771525
2000-04-12,20.970129013061523,21.478496551513672,20.84304428100586,20.970129013061523,16.646310806274414,929322,-0.012048401694845223,19.870789337158204,0.004765490344341604,0.034620823283154196
2000-04-13,20.715946197509766,20.970129013061523,20.334678649902344,20.334678649902344,16.14188575744629,481813,-0.030771260736507187,19.927980995178224,0.0028947184259271487,0.035513349714770416
