Date,Open,High,Low,Close,Adj Close,Volume,r,s,m,v
2000-02-01,16.923484802246094,17.0430908203125,16.863685607910156,16.923484802246094,9.2232666015625,4978569,0.003539761160811525,15.174329805374146,0.020184994352799315,0.037893149591990284
2000-02-09,17.222488403320312,17.880294799804688,16.983291625976562,17.0430908203125,9.288451194763184,6200636,0.007042600569978576,15.461371517181396,0.020537124381298243,0.03772806685256376
2000-02-10,17.0430908203125,17.162689208984375,16.445083618164062,16.983291625976562,9.255863189697266,3313838,-0.0035148759052095217,15.706553030014039,0.017035342772152382,0.03646446602467836
2000-02-11,16.923484802246094,17.162689208984375,16.56468391418457,17.0430908203125,9.288451194763184,4186644,0.003514875905209403,15.912864303588867,0.01386055211322509,0.03460085961634384
2000-02-14,16.74408721923828,17.461692810058594,16.74408721923828,16.863685607910156,9.19067668914795,5645117908,-0.010582361730790127,16.065354824066162,0.009974449659796443,0.032609269088265384
2000-02-15,16.923484802246094,17.0430908203125,16.56468391418457,16.80388641357422,9.158086776733398,2580680773,-0.0035523355935522015,16.217845392227172,0.01001375231469894,0.03259157936337997
2000-02-16,16.74408721923828,17.0430908203125,16.624488830566406,16.80388641357422,9.158086776733398,3967832626,0.0,16.322495794296266,0.006651147418837096,0.0297178970150821
2000-02-17,16.923484802246094,17.82049560546875,16.684288024902344,17.0430908203125,9.288451194763184,17943049,0.014134697324342176,16.406216192245484,0.005170651633357229,0.028484673283617677
2000-02-18,17.162689208984375,17.34209442138672,15.90688419342041,15.966683387756348,8.701810836791992,10061790,-0.06524062812317437,16.457046270370483,0.003289374495753785,0.031812125561499656
2000-02-21,15.607880592346191,16.02648162841797,15.308876991271973,15.368682861328125,8.375903129577637,6807656,-0.03817240454397033,16.40920615196228,-0.003019776967979607,0.02613074047533021
2000-02-22,15.368682861328125,15.607880592346191,14.830475807189941,14.830475807189941,8.082579612731934,3913296,-0.03564761871984037,16.34940586090088,-0.003877910805505866,0.026934787927409467
2000-02-23,15.189278602600098,15.189278602600098,14.830475807189941,15.12947940826416,8.245536804199219,2883198,0.019960879560219226,16.310535621643066,-0.002505343218383996,0.027435792703359
2000-02-24,15.249077796936035,15.249077796936035,14.531473159790039,14.531473159790039,7.919625282287598,2756510,-0.04032825939192412,16.229804897308348,-0.005268045471345166,0.02835471738607831
2000-02-25,14.4716796875,14.4716796875,13.514870643615723,13.514870643615723,7.365577697753906,3877905,-0.07252625153955734,16.09824404716492,-0.008894358048323035,0.032043326824087184
2000-02-29,13.514870643615723,13.993271827697754,13.514870643615723,13.754075050354004,7.495944023132324,2936322,0.01754453913992647,15.963693618774414,-0.008934570842086341,0.032007823582650176
2000-03-01,13.873674392700195,14.710878372192383,13.873674392700195,14.710878372192383,8.017398834228516,2204883,0.0672520979172369,15.891933155059814,-0.004654526195464869,0.03613929183748476
2000-03-02,15.009881019592285,15.249077796936035,14.232476234436035,14.591279029846191,7.952219486236572,3165048,-0.008163221899430886,15.832132863998414,-0.00393904181304478,0.03590887419859822
2000-03-03,14.4716796875,14.770676612854004,13.813875198364258,14.591279029846191,7.952219486236572,3488247,0.0,15.790272665023803,-0.002789566182776109,0.035633859863388226
2000-03-06,14.172677040100098,14.292276382446289,13.813875198364258,14.053071975708008,7.65889835357666,867888,-0.03758300568267016,15.670672082901001,-0.007859277325329556,0.03275631483865465
2000-03-07,14.053071975708008,14.232476234436035,13.813875198364258,13.933472633361816,7.593715667724609,1646938,-0.00854696941575137,15.524161434173584,-0.009543424048407325,0.03182320154256587
2000-03-08,13.933472633361816,14.053071975708008,13.634469985961914,13.933472633361816,7.593715667724609,1110362,0.0,15.37466082572937,-0.0097204121064479,0.03175638160802179
2000-03-09,13.993271827697754,14.232476234436035,13.933472633361816,13.933472633361816,7.593715667724609,1508722,0.0,15.219179916381837,-0.01007254213494683,0.03159938006573906
2000-03-10,13.933472633361816,14.112871170043945,13.455072402954102,13.514870643615723,7.365577697753906,1484806,-0.030503440059310737,15.045758867263794,-0.011421970342651891,0.03187962149291716
2000-03-13,13.036470413208008,13.036470413208008,12.617868423461914,12.617868423461914,6.876712322235107,682439,-0.06867667015445912,14.824497747421265,-0.015031547645635319,0.034108422615231365
2000-03-14,11.780665397644043,12.378664016723633,11.780665397644043,11.960062026977539,6.5182108879089355,2799650,-0.05354100349738237,14.579316568374633,-0.017179479733964928,0.03515021603756069
2000-03-15,11.960062026977539,12.199259757995605,11.661059379577637,11.780665397644043,6.420439720153809,1214734,-0.015113272714206222,14.328155517578125,-0.017757526589997633,0.03500909915776492
2000-03-16,11.481660842895508,11.720857620239258,11.003259658813477,11.182658195495605,6.0945281982421875,3268032,-0.052095459070120226,14.047094106674194,-0.020362299543503642,0.03555216365208998
2000-03-17,11.840463638305664,11.840463638305664,11.242457389831543,11.42186164855957,6.224892616271973,2055734,0.021165004526616085,13.766032648086547,-0.020010784183389946,0.03594379632881464
2000-03-20,11.063058853149414,11.063058853149414,11.063058853149414,11.063058853149414,6.029345512390137,293441,-0.03191768059657843,13.520851421356202,-0.01834463680706015,0.03447935145149844
2000-03-21,10.704257011413574,11.780665397644043,10.704257011413574,11.780665397644043,6.420439720153809,3722402,0.0628481351400825,13.341450548171997,-0.013293609822857507,0.0385777111984655
2000-03-22,11.780665397644043,12.558061599731445,11.661059379577637,12.558061599731445,6.844120502471924,3518454,0.06390315590122331,13.227829837799073,-0.008316071091804326,0.04182713631442325
2000-03-23,13.33547306060791,13.395273208618164,12.857065200805664,13.33547306060791,7.267808437347412,4819221,0.060064814217765196,13.13812952041626,-0.006310874358927026,0.04415083033840047
2000-03-24,13.634469985961914,13.634469985961914,12.97667121887207,13.036470413208008,7.104850769042969,2517711,-0.022676786089963638,13.063379383087158,-0.005428300693829001,0.04360812480348651
2000-03-27,12.737466812133789,13.156068801879883,12.737466812133789,12.797266006469727,6.974486351013184,1640343,-0.018519291159258384,13.027499151229858,-0.002727952674814054,0.04081737495353179
2000-03-28,13.036470413208008,13.156068801879883,12.677667617797852,12.737466812133789,6.94189453125,1490131,-0.0046837618456187615,12.976668739318848,-0.0038393677240913158,0.04053799404375939
2000-03-29,12.916865348815918,13.156068801879883,12.737466812133789,13.156068801879883,7.170032978057861,1433593,0.03233536498796883,12.898928260803222,-0.00558520437055472,0.03798677480981459
2000-03-30,13.33547306060791,13.455072402954102,12.916865348815918,12.97667121887207,7.07226037979126,1928777,-0.013729934255603728,12.818197870254517,-0.005863539988363361,0.038027031372279405
2000-03-31,13.156068801879883,13.33547306060791,12.916865348815918,12.916865348815918,7.0396647453308105,1476797,-0.004619374896719325,12.734477186203003,-0.006094508733199328,0.038003564305924636
2000-04-05,12.916865348815918,13.21586799621582,12.797266006469727,12.97667121887207,7.07226037979126,1809355,0.004619374896719304,12.680657148361206,-0.003984389704229855,0.03732880707492797
2000-04-06,13.156068801879883,13.21586799621582,12.97667121887207,13.036470413208008,7.104850769042969,1935936,0.0045976222725121,12.635807037353516,-0.003327160119816681,0.037359950197559964
2000-04-07,13.156068801879883,13.33547306060791,13.036470413208008,13.156068801879883,7.170032978057861,1505191,0.009132311983091704,12.59693684577942,-0.0028705445206620955,0.03745843323713105
2000-04-10,13.036470413208008,13.156068801879883,12.737466812133789,12.857065200805664,7.007076263427734,1290963,-0.02298967668970906,12.543116474151612,-0.004020028355147548,0.03771755376807649
2000-04-11,12.97667121887207,13.036470413208008,12.857065200805664,12.857065200805664,7.007076263427734,1601955,0.0,12.510226202011108,-0.0024948563521820116,0.03720351562506063
2000-04-12,12.97667121887207,13.156068801879883,12.857065200805664,12.857065200805664,7.007076263427734,1477216,0.0,12.522186040878296,0.0009389771555409446,0.033785934087631635
2000-04-13,12.857065200805664,13.036470413208008,12.498263359069824,12.617868423461914,6.876712322235107,1049039,-0.018779543110818888,12.555076360702515,0.002677050174869118,0.03166322064814035
2000-04-17,11.661059379577637,11.720857620239258,11.362055778503418,11.6012601852417,6.322665214538574,906349,-0.08400020933800346,12.546106100082397,-0.0007672966563207435,0.03699773287559043
2000-04-18,11.960062026977539,12.019862174987793,11.6012601852417,11.720857620239258,6.387844085693359,922945,0.01025622838943011,12.57301607131958,0.0023502877166567734,0.03501906527498655
